gene	metabolite
YCR048W	triglyceride (1-16:0, 2-16:1, 3-16:0)
YCR048W	diglyceride (1-16:0, 2-18:1)
YCR048W	triglyceride (1-16:0, 2-18:1, 3-16:0)
YCR048W	diglyceride (1-16:1, 2-16:1)
YCR048W	triglyceride (1-16:1, 2-16:1, 3-16:0)
YCR048W	diglyceride (1-16:1, 2-18:1)
YCR048W	triglyceride (1-16:1, 2-18:1, 3-16:0)
YCR048W	diglyceride (1-18:0, 2-16:1)
YCR048W	triglyceride (1-18:0, 2-16:1, 3-16:0)
YCR048W	diglyceride (1-18:0, 2-18:1)
YCR048W	triglyceride (1-18:0, 2-18:1, 3-16:0)
YCR048W	diglyceride (1-18:1, 2-16:1)
YCR048W	triglyceride (1-18:1, 2-16:1, 3-16:0)
YCR048W	diglyceride (1-18:1, 2-18:1)
YCR048W	triglyceride (1-18:1, 2-18:1, 3-16:0)
YCR048W	triglyceride (1-16:0, 2-16:1, 3-16:1)
YCR048W	triglyceride (1-16:0, 2-18:1, 3-16:1)
YCR048W	triglyceride (1-16:1, 2-16:1, 3-16:1)
YCR048W	triglyceride (1-16:1, 2-18:1, 3-16:1)
YCR048W	triglyceride (1-18:0, 2-16:1, 3-16:1)
YCR048W	triglyceride (1-18:0, 2-18:1, 3-16:1)
YCR048W	triglyceride (1-18:1, 2-16:1, 3-16:1)
YCR048W	triglyceride (1-18:1, 2-18:1, 3-16:1)
YCR048W	triglyceride (1-16:0, 2-16:1, 3-18:0)
YCR048W	triglyceride (1-16:0, 2-18:1, 3-18:0)
YCR048W	triglyceride (1-16:1, 2-16:1, 3-18:0)
YCR048W	triglyceride (1-16:1, 2-18:1, 3-18:0)
YCR048W	triglyceride (1-18:0, 2-16:1, 3-18:0)
YCR048W	triglyceride (1-18:0, 2-18:1, 3-18:0)
YCR048W	triglyceride (1-18:1, 2-16:1, 3-18:0)
YCR048W	triglyceride (1-18:1, 2-18:1, 3-18:0)
YCR048W	triglyceride (1-16:0, 2-16:1, 3-18:1)
YCR048W	triglyceride (1-16:0, 2-18:1, 3-18:1)
YCR048W	triglyceride (1-16:1, 2-16:1, 3-18:1)
YCR048W	triglyceride (1-16:1, 2-18:1, 3-18:1)
YCR048W	triglyceride (1-18:0, 2-16:1, 3-18:1)
YCR048W	triglyceride (1-18:0, 2-18:1, 3-18:1)
YCR048W	triglyceride (1-18:1, 2-16:1, 3-18:1)
YCR048W	triglyceride (1-18:1, 2-18:1, 3-18:1)
YCR048W	oleoyl-CoA
YCR048W	episterol
YCR048W	episteryl oleate
YCR048W	episteryl palmitoleate
YCR048W	fecosterol
YCR048W	fecosteryl oleate
YCR048W	fecosteryl palmitoleate
YCR048W	lanosterol
YCR048W	lanosteryl oleate
YCR048W	lanosteryl palmitoleate
YCR048W	ergosterol
YCR048W	ergosteryl oleate
YCR048W	ergosteryl palmitoleate
YCR048W	zymosterol
YCR048W	zymosteryl oleate
YCR048W	zymosteryl palmitoleate
YCR053W	H2O
YCR053W	phosphate
YCR053W	L-threonine
YCR053W	4-(phosphonooxy)-L-threonine
YCR053W	4-hydroxy-L-threonine
YCR053W	O-phospho-L-homoserine
YCR075C	H+
YCR075C	L-cystine
YCR083W	H+
YCR083W	H2O
YCR083W	NADP(+)
YCR083W	NADPH
YCR083W	hydrogen peroxide
YCR083W	TRX1
YCR083W	TRX1 disulphide
YCR098C	1-(sn-glycero-3-phospho)-1D-myo-inositol
YCR098C	sn-glycero-3-phosphocholine
YCR105W	H+
YCR105W	NADP(+)
YCR105W	NADPH
YCR105W	2-methylbutanal
YCR105W	2-methylbutanol
YCR105W	2-phenylethanol
YCR105W	3-methylbutanal
YCR105W	isoamylol
YCR105W	isobutanol
YCR105W	isobutyraldehyde
YCR105W	phenylacetaldehyde
YDL004W	H+
YDL004W	H2O
YDL004W	ADP
YDL004W	ATP
YDL004W	phosphate
YDL015C	H+
YDL015C	NADP(+)
YDL015C	NADPH
YDL015C	palmitoyl-CoA
YDL015C	docosanoyl-CoA
YDL015C	tetracosanoyl-CoA
YDL015C	hexacosanoyl-CoA
YDL015C	stearoyl-CoA
YDL015C	icosanoyl-CoA
YDL015C	myristoyl-CoA
YDL015C	trans-tetradec-2-enoyl-CoA
YDL015C	trans-hexadec-2-enoyl-CoA
YDL015C	trans-octadec-2-enoyl-CoA
YDL015C	trans-icos-2-enoyl-CoA
YDL015C	trans-docos-2-enoyl-CoA
YDL015C	trans-tetracos-2-enoyl-CoA
YDL015C	trans-hexacos-2-enoyl-CoA
YDL022W	H+
YDL022W	NAD
YDL022W	NADH
YDL022W	glycerol 3-phosphate
YDL022W	dihydroxyacetone phosphate
YDL042C	H+
YDL042C	H2O
YDL042C	NAD
YDL042C	ADP-ribose
YDL042C	nicotinamide
YDL045C	H+
YDL045C	ATP
YDL045C	diphosphate
YDL045C	FMN
YDL045C	FAD
YDL052C	coenzyme A
YDL052C	1-acyl-sn-glycerol 3-phosphate (16:0)
YDL052C	1-acyl-sn-glycerol 3-phosphate (16:1)
YDL052C	phosphatidate (1-16:0, 2-18:1)
YDL052C	phosphatidate (1-16:1, 2-18:1)
YDL052C	phosphatidate (1-18:0, 2-18:1)
YDL052C	phosphatidate (1-18:1, 2-18:1)
YDL052C	oleoyl-CoA
YDL052C	1-acyl-sn-glycerol 3-phosphate (18:0)
YDL052C	1-acyl-sn-glycerol 3-phosphate (18:1)
YDL055C	H+
YDL055C	diphosphate
YDL055C	GTP
YDL055C	GDP-alpha-D-mannose
YDL055C	D-mannose 1-phosphate
YDL066W	carbon dioxide
YDL066W	2-oxoglutarate
YDL066W	NADP(+)
YDL066W	NADPH
YDL066W	isocitrate
YDL067C	ferricytochrome c
YDL067C	ferrocytochrome c
YDL067C	H+
YDL067C	H2O
YDL067C	oxygen
YDL078C	H+
YDL078C	NAD
YDL078C	NADH
YDL078C	oxaloacetate
YDL078C	(S)-malate
YDL080C	H+
YDL080C	carbon dioxide
YDL080C	2-methylbutanal
YDL080C	3-methylbutanal
YDL080C	(S)-3-methyl-2-oxopentanoate
YDL080C	4-methyl-2-oxopentanoate
YDL085W	H+
YDL085W	ubiquinol-6
YDL085W	ubiquinone-6
YDL085W	NAD
YDL085W	NADH
YDL090C	H+
YDL090C	diphosphate
YDL090C	nonaprenyl diphosphate
YDL090C	4-hydroxybenzoate
YDL090C	nonaprenyl 4-hydroxybenzoate
YDL093W	H+
YDL093W	dolichyl D-mannosyl phosphate
YDL093W	dolichyl phosphate
YDL093W	mannan
YDL095W	H+
YDL095W	dolichyl D-mannosyl phosphate
YDL095W	dolichyl phosphate
YDL095W	mannan
YDL100C	H2O
YDL100C	phosphate
YDL100C	7,8-dihydroneopterin
YDL100C	7,8-dihydroneopterin 3'-phosphate
YDL103C	H+
YDL103C	diphosphate
YDL103C	UTP
YDL103C	UDP-N-acetyl-alpha-D-glucosamine
YDL103C	N-acetyl-alpha-D-glucosamine 1-phosphate
YDL131W	H+
YDL131W	H2O
YDL131W	acetyl-CoA
YDL131W	coenzyme A
YDL131W	2-oxoglutarate
YDL131W	homocitrate
YDL141W	H+
YDL141W	ADP
YDL141W	ATP
YDL141W	phosphate
YDL141W	acetyl-CoA
YDL141W	diphosphate
YDL141W	bicarbonate
YDL141W	malonyl-CoA
YDL141W	biotin
YDL141W	biotinyl-5'-AMP
YDL142C	H+
YDL142C	CDP-diacylglycerol (1-16:0, 2-16:1)
YDL142C	CDP-diacylglycerol (1-16:1, 2-16:1)
YDL142C	CDP-diacylglycerol (1-18:0, 2-16:1)
YDL142C	CDP-diacylglycerol (1-18:1, 2-16:1)
YDL142C	CDP-diacylglycerol (1-16:0, 2-18:1)
YDL142C	CDP-diacylglycerol (1-16:1, 2-18:1)
YDL142C	CMP
YDL142C	phosphatidylglycerol (1-16:0, 2-16:1)
YDL142C	phosphatidylglycerol (1-16:1, 2-16:1)
YDL142C	phosphatidylglycerol (1-18:0, 2-16:1)
YDL142C	phosphatidylglycerol (1-18:1, 2-16:1)
YDL142C	phosphatidylglycerol (1-16:0, 2-18:1)
YDL142C	phosphatidylglycerol (1-16:1, 2-18:1)
YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)
YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)
YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)
YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)
YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)
YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)
YDL142C	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)
YDL142C	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)
YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)
YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)
YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)
YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)
YDL142C	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)
YDL142C	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)
YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)
YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)
YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)
YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)
YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)
YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)
YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)
YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)
YDL168W	H+
YDL168W	NAD
YDL168W	NADH
YDL168W	2-methylbutanal
YDL168W	2-methylbutanol
YDL168W	2-phenylethanol
YDL168W	3-methylbutanal
YDL168W	indol-3-ylacetaldehyde
YDL168W	isoamylol
YDL168W	isobutanol
YDL168W	isobutyraldehyde
YDL168W	phenylacetaldehyde
YDL168W	tryptophol
YDL168W	glutathione
YDL168W	formaldehyde
YDL168W	S-formylglutathione
YDL171C	H+
YDL171C	NAD
YDL171C	NADH
YDL171C	2-oxoglutarate
YDL171C	L-glutamate
YDL171C	L-glutamine
YDL174C	ferricytochrome c
YDL174C	ferrocytochrome c
YDL174C	pyruvate
YDL174C	(R)-lactate
YDL178W	ferricytochrome c
YDL178W	ferrocytochrome c
YDL178W	pyruvate
YDL178W	(R)-lactate
YDL182W	H+
YDL182W	H2O
YDL182W	acetyl-CoA
YDL182W	coenzyme A
YDL182W	2-oxoglutarate
YDL182W	homocitrate
YDL185W	H+
YDL185W	H2O
YDL185W	ADP
YDL185W	ATP
YDL185W	phosphate
YDL198C	H+
YDL198C	GTP
YDL198C	GDP
YDL205C	H2O
YDL205C	ammonium
YDL205C	porphobilinogen
YDL205C	preuroporphyrinogen
YDL210W	H+
YDL210W	5-aminolevulinate
YDL210W	gamma-aminobutyrate
YDL215C	H+
YDL215C	H2O
YDL215C	ammonium
YDL215C	NAD
YDL215C	NADH
YDL215C	2-oxoglutarate
YDL215C	L-glutamate
YDL238C	H+
YDL238C	H2O
YDL238C	ammonium
YDL238C	9H-xanthine
YDL238C	guanine
YDL245C	H+
YDL245C	D-glucose
YDL245C	D-fructose
YDL245C	D-mannose
YDL247W	H+
YDL247W	maltose
YDL247W	D-glucose
YDR001C	H2O
YDR001C	trehalose
YDR001C	D-glucose
YDR007W	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
YDR007W	N-(5-phospho-beta-D-ribosyl)anthranilate
YDR017C	H+
YDR017C	H2O
YDR017C	ADP
YDR017C	ATP
YDR017C	phosphate
YDR017C	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate
YDR017C	4-diphospho-1D-myo-inositol pentakisphosphate
YDR017C	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate
YDR017C	5-diphospho-1D-myo-inositol pentakisphosphate
YDR017C	6-diphospho-1D-myo-inositol pentakisphosphate
YDR017C	myo-inositol 1,3,4,5,6-pentakisphosphate
YDR017C	myo-inositol hexakisphosphate
YDR019C	H+
YDR019C	H2O
YDR019C	ammonium
YDR019C	5,10-methenyl-THF
YDR019C	5,10-methylenetetrahydrofolate
YDR019C	5-formyltetrahydrofolic acid
YDR019C	carbon dioxide
YDR019C	dihydrolipoamide
YDR019C	dihydrolipoylprotein
YDR019C	L-glycine
YDR019C	lipoamide
YDR019C	lipoylprotein
YDR019C	NAD
YDR019C	NADH
YDR019C	S(8)-aminomethyldihydrolipoamide
YDR019C	S(8)-aminomethyldihydrolipoylprotein
YDR019C	THF
YDR023W	ATP
YDR023W	AMP
YDR023W	diphosphate
YDR023W	L-serine
YDR023W	Ser-tRNA(Ser)
YDR023W	tRNA(Ser)
YDR035W	H2O
YDR035W	phosphate
YDR035W	phosphoenolpyruvate
YDR035W	D-erythrose 4-phosphate
YDR035W	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid
YDR037W	ATP
YDR037W	AMP
YDR037W	diphosphate
YDR037W	L-lysine
YDR037W	Lys-tRNA(Lys)
YDR037W	tRNA(Lys)
YDR044W	H+
YDR044W	H2O
YDR044W	oxygen
YDR044W	carbon dioxide
YDR044W	coproporphyrinogen III
YDR044W	protoporphyrinogen
YDR046C	H+
YDR046C	L-cysteine
YDR046C	L-isoleucine
YDR046C	L-alanine
YDR046C	L-leucine
YDR046C	L-methionine
YDR046C	L-phenylalanine
YDR046C	L-tryptophan
YDR046C	L-tyrosine
YDR046C	L-valine
YDR046C	L-threonine
YDR047W	H+
YDR047W	carbon dioxide
YDR047W	coproporphyrinogen III
YDR047W	uroporphyrinogen III
YDR050C	dihydroxyacetone phosphate
YDR050C	glyceraldehyde 3-phosphate
YDR058C	H+
YDR058C	H2O
YDR058C	oleate
YDR058C	diglyceride (1-16:0, 2-18:1)
YDR058C	diglyceride (1-16:1, 2-18:1)
YDR058C	diglyceride (1-18:0, 2-18:1)
YDR058C	diglyceride (1-18:1, 2-18:1)
YDR058C	1-monoglyceride (16:0)
YDR058C	1-monoglyceride (16:1)
YDR058C	1-monoglyceride (18:0)
YDR058C	1-monoglyceride (18:1)
YDR062W	carbon dioxide
YDR062W	coenzyme A
YDR062W	palmitoyl-CoA
YDR062W	3-ketosphinganine
YDR062W	L-serine
YDR072C	mannosylinositol phosphorylceramide A (C24)
YDR072C	mannosylinositol phosphorylceramide A (C26)
YDR072C	mannosylinositol phosphorylceramide B (C24)
YDR072C	mannosylinositol phosphorylceramide B (C26)
YDR072C	mannosylinositol phosphorylceramide B' (C24)
YDR072C	mannosylinositol phosphorylceramide B' (C26)
YDR072C	mannosylinositol phosphorylceramide C (C24)
YDR072C	mannosylinositol phosphorylceramide C (C26)
YDR072C	mannosylinositol phosphorylceramide D (C24)
YDR072C	mannosylinositol phosphorylceramide D (C26)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YDR072C	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YDR072C	diglyceride (1-16:0, 2-16:1)
YDR072C	diglyceride (1-16:0, 2-18:1)
YDR072C	diglyceride (1-16:1, 2-16:1)
YDR072C	diglyceride (1-16:1, 2-18:1)
YDR072C	diglyceride (1-18:0, 2-16:1)
YDR072C	diglyceride (1-18:0, 2-18:1)
YDR072C	diglyceride (1-18:1, 2-16:1)
YDR072C	diglyceride (1-18:1, 2-18:1)
YDR072C	inositol phosphomannosylinositol phosphoceramide A (C24)
YDR072C	inositol phosphomannosylinositol phosphoceramide A (C26)
YDR072C	inositol phosphomannosylinositol phosphoceramide B (C24)
YDR072C	inositol phosphomannosylinositol phosphoceramide B (C26)
YDR072C	inositol phosphomannosylinositol phosphoceramide B' (C24)
YDR072C	inositol phosphomannosylinositol phosphoceramide B' (C26)
YDR072C	inositol phosphomannosylinositol phosphoceramide C (C24)
YDR072C	inositol phosphomannosylinositol phosphoceramide C (C26)
YDR072C	inositol phosphomannosylinositol phosphoceramide D (C24)
YDR072C	inositol phosphomannosylinositol phosphoceramide D (C26)
YDR074W	H+
YDR074W	H2O
YDR074W	phosphate
YDR074W	UDP-D-glucose
YDR074W	UDP
YDR074W	alpha,alpha-trehalose 6-phosphate
YDR074W	D-glucose 6-phosphate
YDR074W	trehalose
YDR098C	H+
YDR098C	NADP(+)
YDR098C	NADPH
YDR098C	glutathione
YDR098C	glutathione disulfide
YDR127W	H+
YDR127W	H2O
YDR127W	ADP
YDR127W	ATP
YDR127W	phosphate
YDR127W	phosphoenolpyruvate
YDR127W	NADP(+)
YDR127W	NADPH
YDR127W	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid
YDR127W	3-dehydroquinate
YDR127W	3-dehydroshikimate
YDR127W	3-phosphoshikimic acid
YDR127W	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid
YDR127W	shikimate
YDR135C	H+
YDR135C	H2O
YDR135C	ADP
YDR135C	ATP
YDR135C	phosphate
YDR135C	glutathione
YDR147W	H+
YDR147W	ADP
YDR147W	ATP
YDR147W	ethanolamine
YDR147W	O-phosphoethanolamine
YDR148C	H+
YDR148C	carbon dioxide
YDR148C	dihydrolipoamide
YDR148C	lipoamide
YDR148C	NAD
YDR148C	NADH
YDR148C	coenzyme A
YDR148C	2-oxoglutarate
YDR148C	succinyl-CoA
YDR148C	S(8)-succinyldihydrolipoamide
YDR158W	H+
YDR158W	phosphate
YDR158W	NADP(+)
YDR158W	NADPH
YDR158W	4-phospho-L-aspartate
YDR158W	L-aspartate 4-semialdehyde
YDR173C	H+
YDR173C	ADP
YDR173C	ATP
YDR173C	myo-inositol 1,3,4,5,6-pentakisphosphate
YDR173C	1D-myo-inositol 1,3,4,5-tetrakisphosphate
YDR173C	1D-myo-inositol 1,4,5,6-tetrakisphosphate
YDR173C	1D-myo-inositol 1,4,5-trisphosphate
YDR178W	ubiquinol-6
YDR178W	ubiquinone-6
YDR178W	succinate
YDR178W	fumarate
YDR191W	H+
YDR191W	H2O
YDR191W	NAD
YDR191W	ADP-ribose
YDR191W	nicotinamide
YDR196C	H+
YDR196C	ADP
YDR196C	ATP
YDR196C	coenzyme A
YDR196C	3'-dephospho-CoA
YDR204W	H+
YDR204W	H2O
YDR204W	oxygen
YDR204W	ubiquinol-6
YDR204W	NAD
YDR204W	NADH
YDR204W	S-adenosyl-L-homocysteine
YDR204W	S-adenosyl-L-methionine
YDR204W	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
YDR204W	2-hexaprenyl-6-methoxy-1,4-benzoquinone
YDR204W	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
YDR204W	2-hexaprenyl-6-methoxyphenol
YDR204W	3-hexaprenyl-4,5-dihydroxybenzoic acid
YDR204W	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
YDR208W	H+
YDR208W	ADP
YDR208W	ATP
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
YDR208W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
YDR226W	ADP
YDR226W	ATP
YDR226W	AMP
YDR232W	H+
YDR232W	carbon dioxide
YDR232W	L-glycine
YDR232W	coenzyme A
YDR232W	succinyl-CoA
YDR232W	5-aminolevulinate
YDR234W	H2O
YDR234W	homocitrate
YDR234W	but-1-ene-1,2,4-tricarboxylic acid
YDR234W	homoisocitrate
YDR236C	H+
YDR236C	ADP
YDR236C	ATP
YDR236C	FMN
YDR236C	riboflavin
YDR256C	H2O
YDR256C	oxygen
YDR256C	hydrogen peroxide
YDR261C	H2O
YDR261C	D-glucose
YDR261C	(1->3)-beta-D-glucan
YDR268W	ATP
YDR268W	AMP
YDR268W	diphosphate
YDR268W	L-tryptophan
YDR268W	Trp-tRNA(Trp)
YDR268W	tRNA(Trp)
YDR272W	H+
YDR272W	H2O
YDR272W	glutathione
YDR272W	(R)-lactate
YDR272W	(R)-S-lactoylglutathione
YDR284C	H+
YDR284C	H2O
YDR284C	phosphate
YDR284C	1-acyl-sn-glycerol 3-phosphate (16:0)
YDR284C	1-acyl-sn-glycerol 3-phosphate (16:1)
YDR284C	phosphatidate (1-16:0, 2-16:1)
YDR284C	phosphatidate (1-16:0, 2-18:1)
YDR284C	phosphatidate (1-16:1, 2-16:1)
YDR284C	phosphatidate (1-16:1, 2-18:1)
YDR284C	phosphatidate (1-18:0, 2-16:1)
YDR284C	phosphatidate (1-18:0, 2-18:1)
YDR284C	phosphatidate (1-18:1, 2-16:1)
YDR284C	phosphatidate (1-18:1, 2-18:1)
YDR284C	diglyceride (1-16:0, 2-16:1)
YDR284C	diglyceride (1-16:0, 2-18:1)
YDR284C	diglyceride (1-16:1, 2-16:1)
YDR284C	diglyceride (1-16:1, 2-18:1)
YDR284C	diglyceride (1-18:0, 2-16:1)
YDR284C	diglyceride (1-18:0, 2-18:1)
YDR284C	diglyceride (1-18:1, 2-16:1)
YDR284C	diglyceride (1-18:1, 2-18:1)
YDR284C	1-acyl-sn-glycerol 3-phosphate (18:0)
YDR284C	1-acyl-sn-glycerol 3-phosphate (18:1)
YDR284C	1-monoglyceride (16:0)
YDR284C	1-monoglyceride (16:1)
YDR284C	1-monoglyceride (18:0)
YDR284C	1-monoglyceride (18:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)
YDR284C	1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)
YDR287W	H2O
YDR287W	phosphate
YDR287W	1D-myo-inositol 1-phosphate
YDR287W	myo-inositol
YDR294C	O-phosphoethanolamine
YDR294C	2-hydroxyhexadecanal
YDR294C	hexadecanal
YDR294C	phytosphingosine 1-phosphate
YDR294C	sphinganine 1-phosphate
YDR297W	H+
YDR297W	H2O
YDR297W	oxygen
YDR297W	NADP(+)
YDR297W	NADPH
YDR297W	ceramide-2 (C24)
YDR297W	phytosphingosine
YDR297W	sphinganine
YDR297W	ceramide-1 (C24)
YDR297W	ceramide-1 (C26)
YDR297W	ceramide-2 (C26)
YDR298C	H+
YDR298C	H2O
YDR298C	ADP
YDR298C	ATP
YDR298C	phosphate
YDR300C	ADP
YDR300C	ATP
YDR300C	L-glutamate
YDR300C	L-gamma-glutamyl phosphate
YDR302W	6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol
YDR302W	6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol
YDR302W	diglyceride backbone
YDR302W	phosphatidylethanolamine backbone
YDR305C	H+
YDR305C	H2O
YDR305C	ADP
YDR305C	P(1),P(4)-bis(5'-adenosyl) tetraphosphate
YDR315C	H+
YDR315C	ADP
YDR315C	ATP
YDR315C	myo-inositol 1,3,4,5,6-pentakisphosphate
YDR315C	myo-inositol hexakisphosphate
YDR321W	H2O
YDR321W	ammonium
YDR321W	L-aspartate
YDR321W	L-asparagine
YDR322C-A	H+
YDR322C-A	H2O
YDR322C-A	ADP
YDR322C-A	ATP
YDR322C-A	phosphate
YDR341C	ATP
YDR341C	AMP
YDR341C	diphosphate
YDR341C	L-arginine
YDR341C	Arg-tRNA(Arg)
YDR341C	tRNA(Arg)
YDR342C	H+
YDR342C	D-glucose
YDR342C	D-fructose
YDR342C	D-mannose
YDR343C	H+
YDR343C	D-glucose
YDR343C	D-fructose
YDR343C	D-mannose
YDR345C	H+
YDR345C	D-glucose
YDR345C	D-fructose
YDR345C	D-mannose
YDR353W	H+
YDR353W	NADP(+)
YDR353W	NADPH
YDR353W	TRX1
YDR353W	TRX1 disulphide
YDR354W	diphosphate
YDR354W	PRPP
YDR354W	N-(5-phospho-beta-D-ribosyl)anthranilate
YDR354W	anthranilate
