uniprot	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7XT78				2.75E-08	4.31E-08	5.95E-08		2.79E-08			2.55E-08	2.29E-08
M7X0E2	6.28E-10	1.50E-11					6.13E-10			2.02E-09		
M7WKY6	6.83E-08	6.01E-08	3.79E-08	2.17E-08		1.30E-08	1.19E-08	1.28E-08			9.78E-09	1.21E-08
M7WRB2			1.10E-08		4.52E-09	2.23E-09	9.82E-09	1.26E-08	3.22E-08		1.22E-08	1.48E-08
M7XXL8						3.86E-08	1.50E-08	1.68E-08	7.09E-08	5.50E-08		
M7XF59				6.61E-08			1.42E-08					
M7X713		4.19E-08		2.12E-08			1.61E-08	8.25E-09			2.45E-08	2.09E-08
M7XHE0		4.02E-08		6.15E-08			7.25E-08	5.98E-08				8.87E-08
M7XLN7			6.27E-09			1.21E-08	4.87E-09	1.24E-08	1.61E-08			
M7WUK2	1.86E-07	1.85E-07		4.51E-08	1.29E-07	7.78E-08	3.41E-08	1.69E-08		3.15E-08		
M7X3T7	4.16E-08			1.92E-08	3.52E-08	3.31E-08					2.12E-08	1.83E-08
M7WPL8			4.33E-08		2.57E-08	1.78E-08						
M7WL36				2.00E-08	2.88E-08	3.34E-08	2.38E-08	2.25E-08	3.84E-08		4.72E-08	2.34E-08
M7X1L8		1.82E-08				8.70E-09	6.81E-09	6.92E-09				7.10E-09
M7WQJ9						7.28E-09	2.90E-09	5.50E-09	2.40E-08	1.16E-08		
M7WXR6	6.76E-09		9.14E-09	7.94E-09			4.04E-09		6.92E-09		2.07E-08	1.79E-08
M7XHH2	3.67E-08			1.58E-08		3.17E-08	1.73E-08	1.64E-08	1.20E-07	1.11E-07		1.03E-08
M7WQ78	1.70E-08	1.66E-08		8.18E-09			7.53E-09	9.77E-09	9.30E-09	1.06E-08	1.12E-08	1.04E-08
M7WE37						5.77E-09		3.05E-09	1.03E-08	8.65E-09		
M7XII9	1.44E-08	1.35E-08		9.85E-09			3.81E-09				1.19E-08	5.69E-09
M7XFA7				1.17E-08								1.42E-07
M7WNP2	1.81E-08			8.00E-09	2.23E-08	1.97E-08	1.43E-08	1.28E-08				7.56E-09
M7WP13		1.12E-08	7.75E-09	7.14E-09		5.88E-09	6.28E-09				1.09E-08	
M7X065				5.34E-10			5.67E-09				3.56E-09	1.05E-09
M7XK54		7.18E-08			3.25E-08	2.78E-08	2.22E-08	2.03E-08				
M7WZM3				5.27E-09		1.63E-08		7.09E-09				
M7WW92	8.66E-08		3.65E-08		3.42E-08	3.39E-08	2.54E-08	2.06E-08	4.79E-08	5.85E-08	2.37E-08	4.05E-08
M7WZ63				1.65E-08	4.59E-08			2.17E-08				2.17E-08
M7WU99	8.77E-08	9.09E-08		2.57E-08	2.13E-08	2.20E-08	1.35E-08		4.11E-08	4.29E-08	2.08E-08	
M7WUK3			4.47E-08			3.13E-08		1.84E-08	3.61E-08	4.96E-08		
M7WVY9	1.90E-08	1.94E-08	1.28E-08	1.06E-08	1.14E-08	1.16E-08	1.11E-08		3.14E-08	3.23E-08		8.34E-09
M7WUP4			1.41E-08			3.42E-08	2.56E-08	2.60E-08	7.20E-08		2.78E-08	
M7XEI0	4.50E-08	2.78E-08		9.16E-09		1.24E-08	4.67E-09					3.35E-09
M7XME0				4.38E-08	5.94E-08						9.61E-08	7.54E-08
M7X405			6.09E-09	5.37E-09	1.80E-08			7.78E-09	3.65E-08	2.44E-08	7.19E-09	6.64E-09
M7XVZ7	1.78E-08	1.86E-08		1.27E-08	1.28E-08	1.19E-08	8.31E-09		2.20E-08	2.43E-08	7.19E-09	5.06E-09
M7WSL2				1.31E-08	1.93E-08			1.48E-08			1.73E-08	
M7XE38				1.08E-08		7.47E-09						6.99E-09
M7X2V2		5.22E-08				2.53E-08		1.30E-08				5.08E-08
M7XI43		1.65E-08	5.71E-09		9.63E-09			8.93E-09			7.73E-09	5.01E-09
M7X6L4		2.48E-08		1.03E-08	2.90E-08		1.78E-08				1.08E-08	8.25E-09
M7X4Q7		1.19E-08	2.16E-08		2.29E-08	4.03E-08	1.91E-08	2.19E-08	5.52E-08	5.10E-08		
M7XU34	3.31E-08		9.59E-09	8.73E-09	9.15E-09			8.83E-09	3.71E-08	3.06E-08		7.15E-09
M7WNA4	2.29E-08	2.69E-08		1.25E-08	1.23E-08	1.62E-08				2.67E-08	1.56E-08	1.26E-08
M7XJ43			1.08E-08	1.54E-08	1.59E-08			1.55E-08	2.60E-08	1.28E-08	2.02E-08	1.43E-08
M7WNB6						2.54E-08	1.30E-08	1.58E-08	4.03E-08	4.34E-08		
M7WZW6		1.27E-07	2.73E-08					3.35E-08		9.55E-08		
M7WRR5		3.52E-08	2.36E-08		2.38E-08	1.46E-09	2.27E-08	2.14E-08	2.47E-08	2.28E-08		
M7XRZ5					3.17E-08				5.33E-08	8.60E-08	1.28E-08	1.18E-08
M7XI50		1.05E-08			5.52E-09	6.15E-09	5.40E-09	4.56E-09				
M7X1L4		1.64E-08				1.84E-08		6.68E-09	2.30E-08	2.10E-08		
M7X761		1.25E-08		6.97E-09	2.16E-08	9.60E-09	5.98E-09	4.90E-09	3.47E-08	4.52E-08	7.76E-09	4.36E-09
M7WS85		3.52E-08		2.25E-08	5.34E-08	5.71E-08	2.14E-08	2.37E-08			2.55E-08	2.00E-08
M7X513		2.65E-08	1.12E-08	8.24E-09	1.85E-08				2.46E-08	3.70E-08	1.05E-08	6.51E-09
M7XZP0	3.28E-08			2.76E-08	2.01E-08		5.30E-08	1.68E-08	6.24E-08		2.77E-08	2.45E-08
M7WQ52			9.27E-09		1.74E-08			2.34E-08	3.11E-08	3.00E-08		
M7WIA1			1.81E-08		6.13E-08	3.06E-09	3.57E-08		5.29E-08			
M7XCS3						2.57E-07		1.64E-08	9.93E-08			2.38E-07
M7WX60	4.63E-08					6.99E-08	4.03E-08	5.15E-08	1.31E-07	7.75E-08		
M7WMG1					3.29E-08	3.66E-08	4.80E-08	2.07E-08	4.59E-08			
M7WF07	3.80E-08	1.87E-08		4.54E-08			1.97E-08	9.87E-09			1.42E-08	
M7X6P7	3.64E-08			7.28E-09				6.94E-09	1.35E-08		1.47E-09	
M7XU10	1.71E-08	1.44E-08					4.72E-09					
M7WDI1						1.52E-08	1.15E-08	7.46E-09	3.77E-08	3.01E-08		
M7WXL6		1.69E-07				7.24E-08	2.73E-08					
M7XRV5	4.11E-08	3.41E-08		1.82E-08	2.13E-08		2.38E-08	1.61E-08			1.55E-08	2.13E-08
M7WKT4				3.51E-08	6.49E-08						4.46E-08	4.36E-08
M7WY08	1.52E-08	1.92E-08	6.51E-09	5.61E-09	1.17E-08	9.46E-09		4.70E-09	1.10E-08		9.54E-09	6.96E-09
M7X1B7			1.54E-08					4.18E-08	1.16E-07			
M7X197		4.53E-08				3.99E-08						
M7XH91				1.15E-08		1.44E-08						1.52E-08
M7X5K6						1.42E-08	1.26E-08	8.55E-09	3.78E-08	3.97E-08		
M7X9C4			3.82E-09	1.53E-08		1.82E-08		9.59E-09				
M7XCK8	8.99E-09	1.01E-08	3.46E-09	1.57E-09		3.61E-09					1.77E-09	
M7WWN4		1.51E-08			1.85E-08		5.95E-09		1.15E-07	1.24E-07		
M7X2K4			6.16E-09			8.61E-09		3.77E-09	2.43E-08	3.08E-08		
M7WYU7	1.90E-08	1.35E-08		6.17E-09		1.17E-08	1.08E-08					
M7X765					2.75E-09	3.97E-09		2.37E-09			1.52E-09	3.92E-09
M7WRE8				2.49E-09	3.01E-09	3.59E-09	2.46E-09	2.25E-09				
M7WQ93		2.52E-08		9.42E-09	2.03E-08		9.55E-09				9.74E-09	7.05E-09
M7WN42		2.44E-08		1.09E-08	2.05E-08	1.72E-08	1.66E-08	1.21E-08			1.12E-08	1.33E-08
M7XR52				2.16E-08			3.16E-08	1.34E-08				2.07E-08
M7XPA0	4.60E-09		2.01E-09		5.46E-09		2.55E-09	2.47E-09	7.46E-09	5.42E-09	3.24E-09	2.08E-09
M7XIM6		4.72E-08		8.52E-09		1.39E-08						
M7XEL5		4.89E-08				2.78E-08	1.84E-08	1.31E-08				1.07E-08
M7XNX3	2.64E-08	1.86E-08	1.73E-08	1.77E-08		2.45E-08	1.20E-08	8.67E-09	3.70E-08	3.73E-08		
M7WLB9		1.64E-08		6.31E-09	1.20E-08		9.83E-09					
M7WKB4						1.20E-08	8.16E-09	5.24E-09	9.23E-09			
M7XB96				3.22E-08	5.43E-08	4.97E-08	4.02E-08	2.56E-08			3.20E-08	
M7X890	1.21E-07	2.63E-08		1.44E-08								
M7X706	9.65E-09	8.83E-08				6.67E-08	3.64E-08	4.62E-08			4.85E-08	
M7WUV6			5.45E-08		1.01E-07	9.02E-08	6.67E-08				1.04E-07	9.56E-08
M7WRE2	2.45E-08	2.87E-08	7.47E-09			8.31E-09	8.22E-09	7.38E-09	1.48E-08	1.46E-08		
M7X793			1.83E-08		2.29E-08		1.19E-08	1.18E-08	2.91E-08	3.53E-08	1.85E-09	
M7WEU6	1.72E-08	1.74E-08		9.33E-09		1.27E-08		1.07E-08			1.18E-08	1.15E-08
M7WIE6	1.08E-08				6.16E-09	8.77E-09						
M7WXV0	8.83E-09					6.38E-09	5.89E-09	3.24E-09		1.46E-08		
M7X6F2				4.89E-09		6.85E-09	5.67E-09	4.02E-09			4.06E-09	
M7WSM3				1.36E-08		4.92E-09		1.16E-08			7.19E-09	5.32E-09
M7XFX0		2.26E-08		1.80E-08	1.47E-08	2.61E-08	1.27E-08				2.61E-08	2.46E-08
M7WFL8	6.18E-08	7.91E-08		2.44E-08	5.12E-08							1.14E-08
M7XVM5	3.80E-08	2.77E-08				2.85E-08		1.54E-08	4.30E-08	3.66E-08	2.39E-08	
M7X3Z8	1.21E-08	1.30E-08	1.40E-08	1.45E-08	5.36E-09	5.11E-09	6.07E-09	5.69E-09	1.42E-08	1.53E-08	1.82E-08	1.71E-08
M7XFD3	1.23E-08						8.45E-09		9.94E-09	8.89E-09		
M7X727		1.75E-08		6.93E-09	1.83E-08	1.07E-08	1.17E-08	1.15E-08	2.56E-08	2.28E-08		
M7WDE2			1.15E-08		6.27E-08			1.27E-08				
M7XPL2	2.37E-08	3.59E-08	2.33E-08	1.79E-08		1.98E-08		1.53E-08	3.05E-08		1.50E-08	1.52E-08
M7WLH7	8.39E-09			1.16E-08		1.22E-08	9.26E-09	1.31E-08	1.06E-07		1.47E-08	
M7WX05			2.18E-08	2.15E-08	1.88E-08			1.88E-08			2.75E-08	2.07E-08
M7X1V6	1.23E-08				4.10E-08	4.44E-08	3.00E-08	2.56E-08	8.74E-08			
M7X1G2				7.33E-09				6.93E-09			2.60E-08	1.03E-08
M7WYZ1			9.41E-08			9.05E-08		6.05E-08	1.63E-07	2.01E-07	1.20E-07	
M7WJF8	1.58E-08	1.61E-08	6.79E-09	4.72E-09			6.89E-09		1.61E-08		6.46E-09	8.84E-09
M7XTS7		5.37E-09		5.76E-09	9.41E-09	9.44E-09	4.22E-09	4.90E-09			6.12E-09	4.49E-09
M7WZJ3		3.11E-08		1.11E-08	2.99E-08	2.48E-08		8.30E-09			1.69E-08	1.22E-08
M7XI38		2.54E-08		1.68E-08	2.32E-08		1.57E-08				1.13E-08	1.57E-08
M7WU68				2.69E-08	3.69E-08	3.81E-08						3.09E-08
M7WJQ7					2.97E-08		4.05E-09		8.86E-09	2.97E-08		
M7WKJ8	2.84E-08	2.87E-08		9.98E-09	2.02E-08		1.71E-08	1.08E-08				
M7XGT2				1.15E-08	9.57E-09						1.98E-08	1.33E-08
M7X3D5	1.88E-08	2.04E-08				1.04E-08	8.25E-09	6.97E-09				4.72E-09
M7WZ52			3.22E-08	1.42E-08							1.93E-08	1.78E-08
M7XV18	2.44E-08	3.61E-08		1.28E-08	3.02E-08	2.64E-08	1.75E-08	1.25E-08	4.02E-08	4.55E-08	1.24E-08	1.52E-08
M7X744		1.14E-08	8.81E-10	6.19E-09		8.68E-09	5.80E-09	6.86E-09	2.70E-09			
M7XSI3			1.12E-08		1.59E-08	1.66E-08	1.49E-08		4.93E-08	4.34E-08		1.02E-08
M7X7M4			1.12E-06		9.80E-08						6.64E-08	
M7X6E2						1.52E-08		7.99E-09				
M7WUM2			1.27E-08	1.22E-08	9.33E-09	1.36E-08	9.50E-09	6.71E-09	2.73E-08		7.48E-09	1.08E-08
M7XPK0								5.54E-09	1.25E-08	1.37E-08		
M7XVX8						2.29E-08					1.02E-08	1.33E-08
M7XG28		8.19E-09		3.97E-09	6.42E-09			2.49E-09			5.54E-09	3.62E-09
M7WHE1	1.06E-08			5.08E-09			7.78E-09					
M7XRJ2		1.64E-08		7.42E-09	1.21E-08		1.00E-08					9.60E-09
M7XEY0				2.03E-08	2.43E-08						1.49E-08	1.56E-08
M7XL53					4.58E-08		3.84E-08		7.00E-08	7.48E-08		
M7WYC5				6.55E-09				1.08E-08		2.60E-08		
M7XN43	2.66E-08			2.38E-08					6.43E-08	7.51E-08		
M7XMZ6	2.00E-08		2.78E-08						6.84E-08	5.43E-08		
M7XAP0							7.18E-10				1.01E-09	
M7X3C1						2.24E-08		2.98E-08	3.44E-08		5.18E-09	9.35E-09
M7XLM3			1.24E-08			2.38E-08	2.55E-08	2.16E-08	3.90E-08	3.71E-08		1.28E-08
M7X575				2.94E-08							2.78E-08	3.26E-08
M7XHI8		1.13E-08	6.57E-09	7.01E-09	5.62E-09	6.21E-09	7.11E-09		7.25E-09	6.98E-09	7.33E-09	
M7X515						6.24E-08		2.53E-08			1.31E-08	1.83E-08
M7X664	8.78E-09			6.04E-09		8.31E-09	4.90E-09		1.73E-08	1.89E-08	6.14E-09	5.33E-09
M7X4G2				8.02E-09	1.42E-08	1.40E-08		9.31E-09			6.79E-09	
M7X547		1.93E-09	1.03E-09	1.54E-10								
M7WUQ1				3.76E-08	3.59E-08	3.52E-08	2.47E-08	2.50E-08	1.00E-07	7.99E-08	7.65E-08	3.53E-08
M7XSB0				4.88E-09			4.21E-09					2.85E-09
M7XP54				1.68E-08		4.19E-08	1.72E-08	2.22E-08	6.50E-08	6.09E-08		
M7WQV7			3.78E-09			2.09E-08		1.30E-08	1.65E-08	2.08E-08		
M7WV08	2.58E-08		1.70E-08			1.30E-08		8.25E-09	3.62E-08	1.93E-08		
M7XBW6		1.26E-08		7.20E-09	1.12E-08	1.78E-08					7.67E-09	4.66E-09
M7XKB6		4.91E-08	1.28E-08			2.23E-08			3.90E-08	4.21E-08		
M7WKZ2												
M7WXZ7				4.33E-08	3.35E-08		2.13E-08				3.08E-08	2.45E-08
M7WJY8		1.16E-08	6.59E-09	4.22E-09		5.17E-09		4.23E-09		1.08E-08	4.07E-09	
M7WN73		4.51E-08				2.27E-08	2.36E-08					
M7WJR7	3.82E-08	2.69E-08		7.71E-09			9.53E-09				6.59E-09	5.00E-09
M7WSP6							8.18E-09	8.00E-09				
M7WVG7				1.01E-08		8.48E-09					5.39E-09	8.91E-09
M7XUA8		2.55E-08		1.15E-08	1.86E-08		1.10E-08	1.29E-08			1.18E-08	
M7WMU8				2.24E-08	2.57E-08	2.73E-08		2.29E-08			2.68E-08	1.81E-08
M7XTZ9				1.77E-09		1.41E-08		1.79E-09			3.30E-09	1.73E-09
M7WZS1	2.50E-08	2.88E-08	3.23E-09					1.26E-08	8.45E-09			
M7WPT3	3.19E-09				3.61E-09	4.20E-09	3.34E-09	2.59E-09	6.70E-09	5.83E-09		
M7X1E7				2.02E-08					3.97E-08	4.87E-08	2.27E-08	1.95E-08
M7XQ11		5.15E-08		2.48E-08	3.35E-08	3.83E-08	2.85E-08	2.06E-08	6.27E-08			2.89E-08
M7WRS4			4.76E-09	4.31E-09	1.15E-08			6.90E-09	1.43E-08	3.27E-08	6.19E-09	
M7XGN8	1.70E-08	2.40E-08										
M7X677	9.16E-09			6.80E-09			6.26E-09	5.18E-09	2.17E-08	2.07E-08		8.24E-09
M7WMP1	2.57E-08		9.31E-09		3.72E-08	3.80E-08	1.78E-08	1.68E-08	5.29E-08	4.27E-08		
M7X2C0			1.68E-08	1.91E-08	3.16E-08	2.38E-08	2.38E-08	1.92E-08				
M7XGT9				5.82E-09		6.23E-09					4.24E-09	6.72E-09
M7XA91		2.53E-08		1.86E-08	3.77E-08	4.34E-08	4.18E-08	3.10E-08			2.77E-08	2.54E-08
M7XCB4						1.17E-07	5.48E-08				3.21E-08	5.75E-08
M7XPH2	2.28E-08	2.03E-08			1.86E-08		2.06E-08	1.28E-08	1.22E-08	1.31E-08	2.38E-08	
M7WGC9				1.44E-08		2.04E-08		1.52E-08			1.22E-08	2.00E-08
M7X1S7		1.41E-08			3.31E-08							
M7XWE5		2.93E-08	7.10E-09	1.24E-08			1.39E-09		5.20E-08	4.27E-08		
M7WX37		5.61E-09		2.44E-09	4.03E-09							3.19E-09
M7WQ64				1.22E-08	2.44E-08						1.74E-08	1.41E-08
M7XQB1	1.27E-08					1.47E-08	1.42E-08					
M7XH09									9.75E-08			
M7X2R5	2.02E-08	1.10E-08		1.99E-09			7.30E-09		2.63E-08	2.21E-08		
M7WPV1					6.14E-08		5.07E-08	3.19E-08				2.25E-08
M7X657		2.39E-08	6.81E-09	7.76E-09		1.06E-08			1.79E-08	1.98E-08	5.97E-09	
M7WVI0	2.84E-08	2.69E-08		1.03E-08	1.54E-08			8.08E-08	3.02E-08		6.99E-09	
M7WKS5	4.27E-08	2.34E-08	3.58E-08	1.81E-08		2.24E-08	2.34E-08					2.22E-08
M7WZN0			1.60E-08	1.19E-08		1.24E-08	1.23E-08	1.08E-08				1.34E-08
M7X6B2		1.93E-08		3.97E-09			6.93E-09	5.41E-09			1.73E-09	4.85E-09
M7WU57							3.92E-09	8.54E-09			4.09E-09	
M7WMV7			9.74E-09	3.89E-09	1.50E-08		1.02E-08		1.71E-08	2.68E-08	1.49E-08	
M7WJS3				2.16E-08		2.01E-08	1.04E-08			3.24E-08		
M7XE81		1.97E-08		8.32E-09	1.62E-08						9.16E-09	
M7WP06		6.98E-09					7.20E-09					
M7XLK9						7.36E-09	1.08E-08	4.34E-09	1.62E-08	1.16E-08	2.22E-09	
M7XD95				4.79E-09								1.51E-08
M7WS26							9.51E-09					
M7X2X6	5.61E-08	6.38E-08		1.34E-08	2.71E-08							9.73E-09
M7WZL9								1.19E-08		2.06E-08	1.73E-08	2.75E-08
M7XR38	1.64E-08		7.67E-09			7.93E-09		4.75E-09	1.04E-08	8.30E-09	5.21E-09	
M7XEP3	3.91E-09	5.72E-09					6.45E-09	6.25E-09				
M7WP88		8.84E-09		1.13E-08							6.58E-09	1.44E-08
M7WMB5	1.04E-08		4.78E-09			5.97E-09		3.51E-09				
M7XE92	2.30E-08	1.36E-08		8.00E-09	1.06E-08	1.07E-08	5.77E-09		3.69E-08	2.86E-08	6.21E-09	5.58E-09
M7X3U7						2.25E-08		2.21E-08	2.18E-08	2.52E-08		
M7WTY1		1.14E-07		5.68E-08	9.37E-08		8.33E-08	5.08E-08				3.07E-08
M7XPJ7	1.43E-08	1.43E-08		4.65E-09	1.35E-08		6.79E-09		1.13E-08	1.28E-08	7.31E-09	
M7WQX1	1.84E-08	5.79E-08		6.29E-09							3.56E-08	
M7XQL2		9.77E-09		6.81E-09			6.36E-09				1.40E-08	
M7X1M2					7.18E-09	5.43E-09		5.30E-09				
M7XTT3						7.45E-09	3.84E-09	4.71E-09			6.14E-09	9.61E-09
M7XHC8			4.44E-09			3.78E-09	5.26E-09	3.46E-09			5.22E-09	2.25E-09
M7WQJ0	1.81E-08				2.16E-08						9.12E-09	
M7WZ87	1.14E-08		1.15E-08	4.22E-09					1.25E-08	1.08E-08		1.00E-08
M7XFZ5	1.27E-08	8.10E-09	1.17E-08			1.19E-08	9.23E-09	7.38E-09				
M7X1G9	1.11E-08	8.01E-09		7.41E-09	9.01E-09	8.55E-09	7.78E-09	4.86E-09	2.09E-08	2.01E-08	8.60E-09	6.23E-09
M7WJW3			1.17E-08			2.39E-08		2.11E-08				
M7WZ82			1.56E-08	6.17E-09		2.98E-09		4.60E-09				4.13E-09
M7WIM3						2.38E-08		1.41E-08				
M7WZJ0				9.71E-09			2.77E-09				4.55E-09	2.92E-09
M7WWA2			6.56E-09		1.05E-08			7.36E-09				
M7WXT9		2.07E-08				1.19E-08	9.96E-09	1.06E-08	1.89E-08	1.81E-08		1.09E-07
M7WUZ5	2.74E-08	4.54E-08						2.19E-08			2.49E-08	2.16E-08
M7WTU3	4.09E-08				4.88E-08			2.75E-09				
M7XIL6	1.69E-08					5.50E-09			1.40E-08	1.57E-08		
M7WI34						1.16E-08		9.46E-09			1.65E-08	1.11E-08
M7WTW0				6.42E-09		7.64E-09				1.75E-08		4.52E-09
M7WS77	3.61E-09	2.32E-09		2.73E-09	3.22E-09	3.59E-09	3.38E-09					2.95E-09
M7WWI8				3.94E-09	8.19E-09	8.40E-09	5.20E-09				6.84E-09	5.11E-09
M7XIW6			6.53E-09	2.88E-09			4.15E-09	6.56E-09			8.68E-09	1.42E-08
M7WZT7		2.58E-08		1.34E-08		1.39E-08	1.03E-08				1.07E-08	8.23E-09
M7XNY3		2.10E-08					6.68E-09	1.01E-08				
M7X343	3.95E-09	5.32E-09	1.17E-09									
M7WNT6			7.76E-09			1.70E-08			2.42E-08	2.09E-08		
M7X5K1		1.50E-08	5.42E-09	5.80E-09								
M7WYX0				4.85E-09		9.79E-09			2.01E-08	1.80E-08		
M7WJW8			6.73E-09	1.80E-08	1.30E-08		7.97E-09					
M7XMC5						9.29E-09			1.88E-08	8.45E-09		
M7WLC2		1.20E-08					6.18E-09					4.71E-09
M7XYA5	3.50E-08											
M7XF06		4.15E-08				3.92E-08	2.32E-08	1.85E-08				4.03E-08
M7X7X2						1.11E-08		6.49E-09				
M7X531			1.92E-07	9.68E-08				1.19E-08				
M7X3P6						2.33E-08		9.94E-09				
M7X5P7		9.75E-09				3.25E-08	1.45E-08					
M7WJI6	1.35E-08	1.20E-08	2.62E-09				4.40E-09	3.51E-09	1.85E-08	1.01E-08	8.39E-09	
M7X1D6			2.54E-10		5.20E-09							
M7WW57				3.20E-09		3.97E-09					2.94E-09	
M7WCZ2								4.66E-09	1.70E-08	1.91E-08	2.45E-09	
M7XIC7				3.51E-09	1.18E-08	2.03E-08	1.14E-08		3.28E-08		1.11E-08	3.09E-09
M7X625			1.49E-08				1.16E-08		3.33E-08		4.06E-09	
M7WZI0		2.52E-08		1.06E-08		2.31E-08	1.20E-08	1.32E-08				2.20E-08
M7X4V5						1.16E-08		4.83E-09				
M7WI43					1.01E-08	1.01E-08						
M7XDV3						2.30E-08						
M7X3T1			1.83E-09		4.84E-09							
M7WV31	1.97E-08					1.65E-08		6.49E-09			7.82E-09	7.23E-09
M7WWH8			4.35E-09	4.29E-09		1.41E-08		7.36E-09			6.07E-09	4.53E-09
M7WHZ3				1.13E-08							1.29E-08	1.55E-08
M7WUJ1				1.82E-08	3.17E-08	3.19E-08					1.93E-08	
M7XEG7		7.40E-09		2.13E-09		2.82E-09						2.21E-09
M7WK09				3.79E-09	1.75E-08						1.51E-08	1.27E-08
M7XQ60				1.38E-08	8.83E-09	4.10E-09	7.10E-09		2.76E-08	1.56E-08	1.49E-08	1.01E-08
M7WRS9					8.20E-09	7.00E-09	3.01E-09	3.44E-09	6.35E-09			
M7WQD5			1.44E-09			3.24E-09		1.73E-09				
M7WYB3	8.06E-09			6.05E-09		1.25E-08						
M7WXN6		6.76E-09	5.01E-09	3.52E-09								2.89E-09
M7WJD0						1.23E-08	5.49E-09	9.03E-09				
M7WHQ7		1.62E-08		8.43E-09							1.11E-08	6.97E-09
M7X4G5		1.43E-08		5.14E-09					2.93E-08		8.50E-09	1.02E-08
M7XDP8			9.01E-09	6.07E-09		2.37E-08						1.07E-08
M7XFN2			2.85E-09			9.31E-09		2.96E-09	1.50E-08			
M7XX08									3.35E-08	3.67E-08		
M7WNV8						6.06E-09	7.75E-09	7.31E-09				
M7XTA7									7.40E-08		4.12E-09	9.70E-10
M7X574		8.59E-09				7.30E-09						
M7WET9	9.04E-09	1.19E-08		4.01E-09		8.37E-09	2.50E-09	6.67E-09				
M7WR64						8.99E-09		2.67E-09			6.97E-09	
M7WDR6		2.10E-08		7.89E-09		1.63E-08						9.81E-09
M7WKB3	6.68E-09	5.13E-09		2.77E-09	3.34E-09		3.48E-09		1.12E-08	6.88E-09	3.15E-09	3.17E-09
M7XHQ8		4.42E-09		1.46E-09			2.33E-09					
M7XY56		8.09E-09	3.69E-09			3.48E-09						
M7WSU1		1.02E-08		3.15E-09		5.47E-09						3.38E-09
M7XCE4		1.47E-08				1.06E-08	9.67E-09	7.30E-09			7.74E-09	1.42E-08
M7WWA6			4.21E-09					3.83E-09	1.01E-08	9.97E-09		
M7XMR5	8.79E-09			6.94E-09		5.27E-09	3.47E-09	2.34E-09	5.77E-09			
M7XDP2			8.22E-09	3.57E-09					2.39E-08	2.53E-08		
M7XU83					1.89E-08		5.90E-09					1.57E-09
M7XGD3			3.97E-09	8.26E-09								
M7XMD1			6.79E-09	1.81E-09	2.44E-09						2.68E-09	1.72E-09
M7WLV1				1.24E-08		1.29E-08				3.29E-08		
M7X5K8							4.49E-09				1.17E-08	
M7WTK0	1.35E-08											
M7XFC8				4.03E-09		7.69E-09	6.14E-09					
M7XEV3		2.90E-09		1.55E-09		9.25E-09					3.32E-09	2.50E-09
M7XK47										3.27E-08		
M7XRV0		8.54E-09				6.90E-09	4.50E-09				5.07E-09	3.44E-09
M7WL60				1.06E-08	1.08E-08	1.34E-08					1.29E-08	1.02E-08
M7X356	1.14E-08	1.18E-08	3.41E-09		5.60E-09				1.32E-08		3.60E-09	3.39E-09
M7WQL6	2.60E-08			1.87E-08		1.63E-08	1.88E-08				1.65E-08	1.49E-08
M7WST3						1.28E-08		5.19E-09				
M7WW56		2.63E-08		3.47E-09	3.97E-08					3.70E-08	2.39E-09	2.03E-09
M7WX38						2.43E-08		1.34E-08				
M7WM33						3.94E-09	3.29E-09	2.28E-09	3.89E-09			2.59E-09
M7WFJ5					2.13E-08							8.32E-09
M7WXI9	1.60E-08	1.54E-08		6.49E-09	8.12E-09						6.45E-09	
M7X741				6.75E-09	1.08E-08		7.41E-09				8.65E-09	
M7WHA3				9.13E-09			5.20E-09				6.01E-09	
M7XJI9				7.51E-09		2.46E-08					1.14E-08	
M7WJQ9					9.67E-09		4.64E-09			2.70E-08	6.02E-10	
M7WMP7	1.77E-08				1.00E-08	1.16E-08	1.09E-08		3.30E-08		1.52E-08	1.60E-08
M7XE17					4.17E-09				1.46E-08	1.21E-08	7.31E-09	9.01E-09
M7X2U1				9.86E-09							1.19E-08	8.63E-09
M7WV89						4.82E-08	4.72E-08	2.67E-08				
M7XLJ9	4.17E-09						7.66E-09	2.03E-09	7.06E-09	5.00E-09		
M7XK78	2.04E-08	1.60E-08				1.07E-08	8.19E-09	6.55E-09				
M7WPS3			4.38E-09	3.51E-09	7.07E-09							
M7WXD9		1.75E-08		1.15E-08			1.68E-08					
M7XND1					1.68E-08	1.78E-08			3.09E-08	3.55E-08		7.76E-09
M7X212						5.15E-09			6.13E-09			
M7WLB6		5.27E-09	3.09E-09	4.67E-09				1.92E-09				
M7X3T4				1.81E-08								
M7WQY8					2.78E-08		1.29E-08					
M7XF28		5.33E-09		1.80E-09				3.10E-09				
M7WKE4		4.68E-08		7.23E-09	1.21E-08		6.24E-09					
M7WU64								6.97E-09	2.52E-08	1.19E-08		
M7X132						1.48E-08		1.41E-08				
M7XXE3			4.36E-09						2.56E-08	2.50E-08		
M7XQA1				8.93E-09	1.24E-08						1.40E-08	9.81E-09
M7XPB2				9.63E-09	3.46E-08						2.59E-08	
M7XU75					1.49E-08	1.54E-08						
