logFC	logCPM	PValue	FDR
YAL031C	0.296299529488339	6.20853131783081	2.16592736061441e-10	6.11965230519967e-10
YAL032C	0.616580928016092	5.82943932723661	1.63109896456274e-32	1.54432755318741e-31
YAL033W	-0.27116102453708	4.90272117110506	0.0001655249255299	0.000284178436503809
YAL034C	1.35044427296711	6.74990327563577	3.22735907804897e-85	1.38913774784959e-83
YAL034W-A	-0.263467994582509	4.28259699379019	0.0653156436210796	0.0824544693979977
YAL035W	-0.0530939225617369	8.59178804992061	0.499666612179893	0.544332555971957
YAL036C	-0.056479404175964	6.16719404620371	0.506482175545905	0.551361492984412
YAL037C-A	0.16192120112236	1.34580989629729	0.63748108962071	0.678511528044211
YAL037W	0.176470464329151	4.04476495338535	0.017931171811543	0.0245763960533546
YAL038W	-1.02105414897415	7.25172741975281	6.91611923847732e-07	1.47535773842949e-06
YAL039C	-0.481461439449546	6.52165511196433	0.00124046752309166	0.00194884737189834
YAL040C	-1.35795177907317	7.31232136097988	6.34773723066422e-05	0.000113842840581859
YAL041W	-0.0712014811303588	6.62337299576431	0.135734733116024	0.163479677571175
YAL042W	0.330922761475066	7.7003641480435	4.41935768729027e-10	1.22358949836518e-09
YAL043C	0.522166549530284	7.26153082788307	3.09367165201033e-19	1.52151485057137e-18
YAL044C	-1.16232621568447	9.37490683184554	2.77997702915312e-34	2.82135126921911e-33
YAL044W-A	-0.101928002919651	0.691598900309571	0.74542741153472	0.779327986322862
YAL046C	-0.563872304552709	6.0087474352532	2.38644630407458e-16	9.90652709947238e-16
YAL047C	-0.143055262702866	5.23529172455178	0.0193605932200541	0.0264103034957313
YAL048C	0.0718927158448494	5.86955313688671	0.221718277463532	0.258026505450848
YAL049C	0.492719199329349	6.83761417530663	2.96918465657583e-06	6.00866344806893e-06
YAL051W	0.192647847042563	6.48087134107806	0.00031636658893169	0.000528787889899869
YAL053W	-0.138562650006625	8.50847364230001	0.284634356184259	0.324646853539235
YAL054C	1.04950765775325	12.5671159587719	6.20049647543055e-11	1.82408207025633e-10
YAL055W	-1.12439534638827	3.95199176082913	3.27011522648188e-24	2.13401390424931e-23
YAL056W	0.694539560670252	6.82114382206874	3.34863531660479e-40	4.15600567208067e-39
YAL058W	-0.099723087299921	5.10292882025665	0.213746585724774	0.249466928608395
YAL059W	0.174604655745727	3.31434572783404	0.186254156158675	0.219746592870723
YAL060W	-0.645573203261297	6.99485244642447	4.98600291480798e-19	2.42274232906082e-18
YAL061W	0.190127632219173	6.29368396313385	0.160055031732965	0.191253000115646
YAL062W	-1.68832206673075	8.51080803710164	4.14349257471444e-14	1.48446614143695e-13
YAL063C	-0.11915546018086	4.79795496694222	0.285169638282366	0.325196267331018
YAL064W-B	-0.286975120961536	2.19269227858741	0.130829809648279	0.157916888376174
YAL068C	1.90325253808484	0.297009414185083	2.29328657195362e-14	8.33909898453355e-14
YAR002C-A	-0.501016666956686	7.67118087311754	0.000141714439427624	0.000244962954396539
YAR002W	-0.234968333946251	6.65075458473247	0.000118176258472585	0.000205917804384186
YAR003W	0.251853558708402	5.79391166355497	8.01792165426747e-07	1.70261604337821e-06
YAR007C	0.675560199677096	7.30231705726717	1.30012210753063e-07	2.95522137475782e-07
YAR008W	0.460559944208445	5.26213502483851	0.000945601620640146	0.00150547120557845
YAR009C	-0.152173370816221	1.26498434867466	0.553758014297076	0.59778679985218
YAR014C	-0.161236162637294	7.45474639478852	0.00626368050760284	0.00908563025827955
YAR015W	-0.000664763293813488	9.54533237544106	0.998845920936812	0.999175192709002
YAR018C	-1.62395565791895	6.56404230187116	1.65096684404685e-05	3.11849292764405e-05
YAR019C	0.812239067221559	6.01906171687478	1.18056073458839e-43	1.70185821810379e-42
YAR019W-A	0.241386506813447	0.614668336851141	0.267694985339188	0.30653601245727
YAR020C	0.894390512453205	2.38429039521222	6.33857427514145e-16	2.56287856601156e-15
YAR023C	0.835723618796538	3.4244898930418	3.44898747227416e-27	2.58738009508428e-26
YAR027W	0.53652784634874	6.536999362106	7.59845795717039e-07	1.61693693345256e-06
YAR028W	-0.1974924152324	4.37991355367832	0.055250250003129	0.0706221076809162
YAR029W	0.263668250260669	1.0883126762856	0.186941070800662	0.220385656311037
YAR030C	0.641289636160854	0.970008212348006	0.00189027322810191	0.00290211692925639
YAR031W	0.514496123000521	4.00358438349741	2.56604550176946e-08	6.19957410439444e-08
YAR033W	0.52599995517212	4.14508401728926	1.68331979366521e-12	5.45147696251555e-12
YAR035C-A	0.627631260138315	2.55477992963534	1.24075665862923e-05	2.36871725738307e-05
YAR035W	0.0488863696088225	11.5472661532867	0.643361922913	0.683691737026615
YAR042W	-0.10643145328413	6.98240778154795	0.0411183000349041	0.0534361804950392
YAR050W	0.0721894824690497	3.15510070968199	0.512105995219068	0.557183808710026
YAR066W	0.00222895024159119	3.2258500023122	1	1
YAR068W	-0.0233882141021695	4.65221088888486	0.807933981177337	0.835751036605634
YAR071W	0.211494794232502	3.93890857745743	0.0108508915377349	0.0152864579253744
YAR073W	0.490559210376177	2.77760705367853	3.22805270335853e-05	5.94028255205667e-05
YAR075W	0.760844823780415	0.91060419329812	0.000278821740299624	0.000468874796862958
YBL001C	0.0354141874445578	7.71478831473271	0.655744729612286	0.695511143659029
YBL002W	-3.74505883262849	8.93721658794022	3.9133390869047e-08	9.33204515458729e-08
YBL003C	-2.55147690817753	7.8110063120985	3.86670796995802e-05	7.05775959990233e-05
YBL004W	-0.362765241781139	6.17782003695898	0.000227695632665441	0.000385893547792952
YBL005W	0.353850351704747	5.82525789106051	4.87253162922153e-07	1.05161431215311e-06
YBL005W-B	-0.455088807436099	0.352354294621072	0.0996944305576864	0.122876827590292
YBL006C	-0.026743354343316	4.84571353151188	0.659233392039114	0.698722922858083
YBL007C	-0.00139712751489722	7.91573711148971	0.987017555115323	0.989626555756632
YBL008W	-0.58441773218069	6.01314284082766	8.01566020206093e-31	7.04009287500836e-30
YBL009W	-0.644658755949936	6.38174293447994	2.36713223624272e-05	4.4149125819782e-05
YBL010C	-0.156450319516838	5.22287912650378	0.0457788334679186	0.059239177039829
YBL011W	-0.152083091434463	6.91090115886681	0.00809017700294411	0.0115691056151903
YBL012C	-0.514958102859503	1.40560051746319	0.0046537887411626	0.00684367430824226
YBL013W	-0.393174988772937	3.96634141349995	2.58004816186336e-06	5.25623104879112e-06
YBL014C	-0.0680113477397585	5.81387105745452	0.190465500992058	0.224322748985212
YBL015W	-0.356425087990455	12.1856536716141	1.29127685306849e-06	2.69397016888026e-06
YBL016W	0.502594825637074	7.61647026326529	3.2647053139325e-12	1.03735584032756e-11
YBL017C	0.911774379588573	7.69834603629793	9.63419698910792e-58	2.05157689568056e-56
YBL018C	0.332783665145465	5.83816664144075	0.00303043742603011	0.00455466189662623
YBL019W	0.115252777440882	5.46357354460403	0.103385787906403	0.127142522148725
YBL020W	0.0331331533375671	6.85928379833073	0.571135900147084	0.614251954278337
YBL021C	-0.562431364951439	5.65939378271429	2.23794544375451e-20	1.18105138244749e-19
YBL022C	-0.591487194351946	8.80124078703609	1.74695578648704e-10	4.96361173604393e-10
YBL023C	-0.0225301871920411	6.11931378605467	0.941305302307386	0.95038793540235
YBL024W	-0.352048375061769	6.73657592925899	8.61931255389308e-06	1.66966510978542e-05
YBL025W	0.754843290250261	5.01026505057705	1.5504480535348e-20	8.26860214139078e-20
YBL026W	-0.263611729638021	6.48116236707219	0.00957346742034719	0.0135624121788252
YBL027W	-1.16481666477859	9.00213549161204	1.13235836568012e-17	5.10950403071573e-17
YBL028C	-0.551404751631778	5.42612712352476	9.77911326601533e-05	0.000171927689488549
YBL029C-A	-0.342277086434076	5.94189426355888	3.48259425983507e-07	7.60556479414863e-07
YBL029W	0.277984710020723	6.15224517250429	0.00102289935288135	0.00162172836275782
YBL030C	-1.26280474638739	11.2314584719172	4.81307330574005e-31	4.27054706031233e-30
YBL031W	-1.79055899142981	4.49509058999447	3.27708115457308e-20	1.71158395241859e-19
YBL032W	-0.686378560752642	7.02541245007046	0.00117536507448059	0.00185136014456858
YBL033C	0.15379755753846	7.44101801175918	0.0180948403266262	0.0247839282198814
YBL034C	-0.375765532866841	6.2265280126823	0.000110869086996257	0.000193853209155945
YBL035C	0.307483041345819	5.2354633755569	0.0945386354563145	0.116925815892475
YBL036C	-0.0121063577502941	6.90773376966111	0.833733415460222	0.858196760248997
YBL037W	0.0586393953589699	6.67255244914723	0.483191377285028	0.527710719586617
YBL038W	-0.801736033990049	7.34603260965176	4.00237893240256e-14	1.43645403552638e-13
YBL039C	-0.354611099819175	6.16381241115039	0.0203600270776011	0.0276989473960908
YBL039W-B	1.27933617118542	5.24510725586731	1.95138684770669e-95	1.02094541195965e-93
YBL040C	0.120232153544657	7.03864947814668	0.0604132626114692	0.0767527927127918
YBL041W	-0.00511568383357507	7.93244850578633	0.937864717502078	0.947702459294058
YBL042C	0.736322118875222	5.87535670433086	5.2773351258596e-21	2.86990563430483e-20
YBL043W	-1.92587321802368	9.91681623536742	4.13633973485825e-95	2.14559366246621e-93
YBL045C	-1.33184931261184	10.8332795170934	3.03820176056325e-75	1.00211122200317e-73
YBL046W	0.155477245517145	6.04485814360018	0.00143682146993855	0.00223936042656833
YBL047C	0.0663375896310404	8.08138855203001	0.195042164431412	0.229268041048662
YBL048W	0.295875066942791	4.3519827517656	0.00238611003563474	0.00362032545156681
YBL049W	0.468479882775023	5.96989259618472	2.60061679435932e-08	6.27809997015382e-08
YBL050W	0.186498194708764	7.16811422857499	0.00096741783216261	0.0015377838720259
YBL051C	-0.949187143556098	6.52002950079694	1.22195997785144e-29	1.01869163538192e-28
YBL052C	-0.271350968216924	5.67116377954411	0.000967927144832329	0.00153819058444289
YBL054W	-0.0728810017495931	5.90176993242129	0.652575048680055	0.692627982057873
YBL055C	-0.0193995463895599	5.91668445408022	0.81332267912984	0.840237867561002
YBL056W	-0.186522775739538	8.11492819168626	0.00277647954591358	0.00418644828922969
YBL057C	0.12345247330947	6.20155257511112	0.0188730180106522	0.0257799564048275
YBL058W	0.0550558682427424	8.28786653797483	0.325004677800847	0.367104669565111
YBL059C-A	-0.789838617497826	6.48070042667304	4.66451593101927e-06	9.27250153467276e-06
YBL059W	-0.473893634207766	5.78414549690989	4.97346929348966e-08	1.17584671375881e-07
YBL060W	0.197209840489144	6.20202323577332	7.31925854043089e-05	0.000130074905071377
YBL061C	-0.548489160306393	6.01445078770773	1.28212360600044e-11	3.92593752008913e-11
YBL063W	-0.237050179433386	5.76265683824938	0.281278861422166	0.321061013724117
YBL064C	0.12569456620835	9.05081907146274	0.0894593919684391	0.111096592972469
YBL065W	4.46042697809607	0.195855071487307	6.24029733716893e-35	6.54099560263872e-34
YBL066C	-0.100888228417255	7.04265807502382	0.0730368900447698	0.0916206874083728
YBL067C	1.55639755121175	7.23252579184923	6.34715094643677e-167	1.04110429983581e-164
YBL068W	0.423609935215947	6.31883365154407	6.96219422145163e-17	2.98190238038038e-16
YBL069W	-1.35998356517491	4.70385334854556	1.86102067777799e-43	2.64509004530085e-42
YBL071C	0.0865904902997621	3.95767438416074	0.37173600197751	0.416018033561037
YBL071W-A	0.0193644912809326	4.87003094685715	0.819314660860245	0.845074894078999
YBL072C	-0.631715753317793	8.30054942362915	1.98502540627719e-07	4.44215309391456e-07
YBL073W	-0.54603670284223	1.36125053460195	0.0314863638714476	0.0416682822363314
YBL074C	0.0585275051666698	4.0864673625287	0.576569581074315	0.619766345650021
YBL075C	-0.00990786873031574	5.76701342512716	0.907954937724154	0.921159899205598
YBL076C	0.1204765341391	8.70760953522544	0.105342773319886	0.129418075157569
YBL078C	0.911545091192545	6.45550588230269	3.62802745644717e-37	4.13105040022099e-36
YBL079W	0.170892505180006	7.12509613515553	0.00396069039092721	0.00586278780061884
YBL080C	-0.142858914420419	6.43098365731969	0.048302357684929	0.0622392799978416
YBL081W	-0.966568068155348	5.07819994173698	5.7864338561474e-30	4.90473003812271e-29
YBL082C	-0.29776817232525	5.65897083473156	0.000371534386274141	0.000616258307840709
YBL084C	-0.13962685789887	6.50039576403913	0.017761655787567	0.024366068936425
YBL085W	-1.07085251481793	6.83675627362927	1.01599730603832e-48	1.72237085205212e-47
YBL086C	-0.139671605311155	5.77494724727265	0.115321330874073	0.140595652285004
YBL087C	-1.14554351222211	7.16399352532805	1.42152696460086e-20	7.59440770084738e-20
YBL088C	0.140173507375828	5.66719027234268	0.00332939616523176	0.00498178139220699
YBL089W	0.599336804224132	5.8978424405752	8.75486263376487e-30	7.35917746874224e-29
YBL090W	-0.601116162845219	6.78239452667212	2.44807638522148e-05	4.56167503282442e-05
YBL091C	0.00692555020958168	7.48547197004026	0.907888282036108	0.921159899205598
YBL091C-A	0.366491417515214	4.82699553444661	2.06009820187635e-05	3.8648333808926e-05
YBL092W	-1.325532051886	9.10310797925338	4.1594209119666e-19	2.03085482821603e-18
YBL093C	0.194680163560512	5.54900168343067	0.000351378805518203	0.000584251498819171
YBL095W	1.82189368766047	4.21157954167361	9.61784789334629e-120	7.88793498171874e-118
YBL097W	-0.981828819061442	4.19045233181759	2.46328261063256e-12	7.90151277163267e-12
YBL098W	-0.811365978422079	7.35960709177604	6.74827976046093e-23	4.09143954707666e-22
YBL099W	-1.0822503242334	10.9633828211531	1.04272851922825e-44	1.5434925324869e-43
YBL100C	-1.2980226233455	7.46636074234355	2.46606805545919e-22	1.46157881138495e-21
YBL100W-B	0.43690894136315	4.55065684404388	7.53093904456461e-05	0.000133641137606616
YBL100W-C	0.345526735669685	1.36212444474219	0.0577650319973228	0.0736194832406031
YBL101C	0.596920010051135	7.37575066304135	7.8226210515074e-26	5.52683203278212e-25
YBL102W	0.312069562772119	7.19583914296137	2.62260102607182e-09	6.84878039037431e-09
YBL103C	0.252789258970938	6.79284296749086	2.97595506513348e-05	5.50306864420935e-05
YBL104C	-0.0958099613544183	6.03046011703936	0.0459207769573864	0.0593975267166193
YBL105C	-0.140038687674357	7.05181595138502	0.0175093768736342	0.0240580503160711
YBL106C	0.519013869943513	5.56463996216861	1.37746390921054e-11	4.21150048614546e-11
YBL107C	-0.518933831766316	6.43703078966447	2.59505198730151e-06	5.28502366138686e-06
YBL107W-A	0.902038199194235	1.19533794161634	0.0878698827492736	0.109256774924266
YBL108W	1.75969396407073	1.55084423320962	9.97059655613513e-29	8.03606248329138e-28
YBL111C	-0.141292445272291	1.46170285720615	0.546136314865488	0.590609639151576
YBL113C	-0.00326523964197412	5.66098436659254	0.991599695647025	0.993243374863246
YBR001C	0.0374008241114073	6.46995649252919	0.54515600157201	0.589654566662009
YBR002C	0.0142078313854783	5.31817038435239	0.837068068307307	0.861045102806279
YBR003W	0.0354003517620962	7.18134022622049	0.688207258199927	0.725378577633789
YBR004C	0.279221497415262	5.45063199934157	0.00121613834557885	0.00191359699748977
YBR005W	0.165015272435137	5.86483639775656	0.0917337768065856	0.113734890998809
YBR006W	0.915342725411086	6.98247438022941	1.90416616748071e-61	4.56774089740729e-60
YBR007C	-0.517125814278777	5.5442828999818	2.58332015530631e-05	4.8048329827012e-05
YBR008C	0.446421878739605	5.52362067356138	1.02036462941967e-08	2.53690820809013e-08
YBR009C	-2.22583139207993	9.59608989309523	7.31747383071678e-06	1.42704847939011e-05
YBR010W	-1.74650571764307	9.15413175613548	3.79688013950448e-05	6.93447654729242e-05
YBR011C	-0.431141970864845	10.2244931680374	2.5393101305629e-08	6.13986979377938e-08
YBR012C	0.13632548629766	4.65918865006546	0.0581473846614161	0.0740756669836554
YBR013C	0.0735603837442162	4.00350989943821	0.437228406196466	0.481848410605838
YBR014C	0.482564755115987	7.11018182470408	1.5296871609682e-10	4.35940355241125e-10
YBR015C	0.0718358540485994	7.68855288286314	0.472735105507966	0.517408359842714
YBR016W	0.530106229956243	7.07303743107825	1.54244976012636e-11	4.69936124207171e-11
YBR017C	-0.691872610127853	6.75743652356618	5.16920464110713e-30	4.39998639086664e-29
YBR018C	1.28198361743358	2.79946368790397	8.12963980562011e-30	6.84310457424528e-29
YBR019C	0.82578209419327	5.01272031011626	1.40892694601628e-31	1.27433347770086e-30
YBR020W	0.991468303146186	3.58610138663148	1.66835597374098e-28	1.32877328144804e-27
YBR021W	-1.07598309042138	6.28050796554763	1.44079842248986e-34	1.48964320717052e-33
YBR022W	-0.404790176634801	5.44347012357387	1.37532905479601e-09	3.65449738772197e-09
YBR023C	-0.339327896958637	7.5737209769243	0.0276468154476528	0.0369090459638814
YBR024W	0.0148762792803459	6.26361846175116	0.898237895898438	0.913592389845419
YBR025C	-1.09207946485896	8.49177516356976	2.46325876828471e-40	3.08237473499379e-39
YBR026C	0.66072110040051	9.25187250323421	1.18340959512127e-21	6.74376791811361e-21
YBR028C	-0.759350654171973	6.59015247157829	7.95169919265928e-21	4.30114638148389e-20
YBR029C	0.188690406120271	8.07337207377471	0.00772446720329215	0.0110853136573138
YBR030W	0.385172771622272	5.74052174667147	1.69924702344056e-12	5.5001227654724e-12
YBR031W	-0.524172227536485	8.55975302445604	6.86648737609896e-09	1.73275309295404e-08
YBR032W	-0.715326628499095	1.40571903627738	0.00454017084199742	0.00668793612623358
YBR033W	-1.57597452401684	6.56374995433147	6.76831675529195e-161	1.00187596067968e-158
YBR034C	-0.448908650489479	6.72975868210781	0.0118679069578169	0.0166650456564069
YBR035C	-0.231134836714368	7.79003991265743	0.00312296298750044	0.00468328697087724
YBR036C	0.259226838653576	8.02386038446334	1.01767505561076e-05	1.9569930014264e-05
YBR037C	-1.17635236619484	6.27041617004667	5.81066869004763e-12	1.81497417806995e-11
YBR038W	-2.44857939069945	7.9733463585598	1.07325746912212e-35	1.1548935425713e-34
YBR039W	-0.720772459847997	10.0339312944089	6.12103159457517e-35	6.42708317430393e-34
YBR040W	1.04803886365037	3.14193023091218	0.00354546489385149	0.00527905457330341
YBR041W	0.249000265493404	6.53704220874979	2.42770258551078e-05	4.52649062717816e-05
YBR042C	0.0426785302013372	5.18666362694446	0.553042008108928	0.59712007600304
YBR043C	1.25731146178385	7.20089445029301	1.46851196829577e-60	3.44108074733089e-59
YBR044C	-0.630402364258101	6.87065461516922	3.03216017789565e-08	7.2851069357279e-08
YBR045C	0.627511060824681	5.29077869717247	1.17888842999234e-06	2.46742487404821e-06
YBR046C	0.447797449828876	7.93439346630081	2.12544634965446e-06	4.35494054559518e-06
YBR047W	0.0356095413556249	5.94351480288318	0.757046771970021	0.789846910659176
YBR048W	-0.725295323364389	8.12720679752312	2.06382212132724e-08	5.02218783253208e-08
YBR049C	-0.811160277992667	7.34390610345875	2.65974568991685e-11	8.00694275402052e-11
YBR050C	1.16990202096015	8.56771041323711	4.82623861194055e-19	2.34699055575859e-18
YBR051W	1.15561945359467	1.8638666561765	1.02043021288683e-14	3.79240107900195e-14
YBR052C	-0.745286096876496	7.05033073138365	2.87110896950984e-28	2.26002079584373e-27
YBR053C	0.260077859636627	7.13385110732991	0.00952383677303005	0.0134952522473779
YBR054W	-3.74962537046918	8.46861885567544	1.36584591170223e-06	2.84075354287897e-06
YBR055C	0.00510703750167406	5.94568659254536	0.9475674070187	0.95497254086409
YBR056W	1.00280134168346	7.30686183218699	2.63301588004247e-37	3.03797972927334e-36
YBR056W-A	1.73048452030137	1.28569763190324	7.87151356188264e-23	4.76293278235949e-22
YBR057C	0.727625868389162	6.90217589601302	3.8176910713539e-56	7.72318903734894e-55
YBR058C	0.239448201367511	7.27179857372948	3.93086200992184e-07	8.55374741420425e-07
YBR058C-A	-0.118515458954949	6.76375802212055	0.120287316199796	0.146121641716686
YBR059C	-0.217638428492625	7.09773248407492	0.000525088297176263	0.000858733730951964
YBR060C	-0.318881714079965	5.90433307623856	3.80507272010029e-08	9.08100131273641e-08
YBR061C	-0.233548536081553	5.6159348915547	0.00206683514134154	0.00315642236356362
YBR062C	0.0207592578670778	6.34191709379419	0.674000634798259	0.712304020519209
YBR063C	0.234003790523209	4.82948572401457	0.000284095794136807	0.000477214883646909
YBR065C	-0.0252536620731034	5.21369069606165	0.697468740366706	0.733865774147978
YBR066C	-0.926877612380695	5.48840705071397	4.11111794493901e-07	8.92678884001247e-07
YBR067C	1.24401044802244	9.84533698007857	0.00016125439902101	0.000277003381731817
YBR068C	0.321527298191305	6.81656512582148	0.000648909123704052	0.00104963472061831
YBR069C	3.92671816748802	7.90690316028499	0	0
YBR070C	-1.13639355777119	4.91404368797216	5.87999457054688e-08	1.37889053511009e-07
YBR071W	-1.51301300429723	7.39582239951456	0.00515883103586248	0.0075516028839
YBR072W	2.04199628079306	6.4807536499272	9.90028521746003e-42	1.32637595992858e-40
YBR073W	-0.327976046365228	7.30027733458958	0.000690827174067006	0.00111328468385891
YBR074W	0.00953584352731888	6.48696051626165	0.850771920516686	0.871890372444405
YBR076C-A	0.229492845333415	4.97321983140475	0.00626317255437868	0.00908563025827955
YBR076W	1.42413348029444	4.7318337904915	1.93452779358287e-72	5.95972039556061e-71
YBR077C	-0.261766925152382	6.37761522045474	3.86955844852829e-06	7.74549809502579e-06
YBR078W	-2.84932696189017	10.3341281152725	6.04676535063495e-29	4.93250254207036e-28
YBR079C	-0.252914750893726	8.26371529988087	0.0359183757798232	0.0471428682110179
YBR080C	0.264589815441723	7.26838250269606	6.88717656658146e-06	1.34659389763476e-05
YBR081C	-0.627003823899001	6.85159405531996	3.54507850355291e-28	2.77256204098745e-27
YBR082C	-1.82468563759846	8.5800758726131	1.85572618084458e-116	1.42562053057541e-114
YBR083W	-0.123760967744878	6.72960792799127	0.679401810369322	0.717093841240246
YBR084C-A	-1.08385245498496	8.66733569834254	4.3424289072388e-15	1.65333758080504e-14
YBR084W	-0.573307445821223	6.89349390677511	1.34118585668562e-07	3.04513915608867e-07
YBR085C-A	0.237221439750965	9.38418002355501	0.00540776903912605	0.00789505660294828
YBR085W	-0.937900515088557	1.02122490609428	0.000393153321814577	0.000649972081202034
YBR086C	-0.5870888334852	8.16670629650076	4.97928499448256e-08	1.17630520169384e-07
YBR087W	-0.437048079647893	5.72184496624726	1.47460228538902e-08	3.62175688791013e-08
YBR088C	-1.09114489733196	3.12097365917984	0.00725179913004336	0.0104440362886173
YBR089C-A	0.0987376245771924	5.91141635737708	0.617336080192203	0.658339952677294
YBR090C	1.44649969666513	2.28313819513021	3.48471176967344e-19	1.70829690873571e-18
YBR091C	-0.878019201876465	4.84142751028686	5.1670603471949e-21	2.81245643471981e-20
YBR092C	0.280464908211178	4.18793293835905	0.000128889547926901	0.000223814210691949
YBR093C	0.301133817827026	2.7676668229719	0.00391858617971877	0.00580471064796515
YBR094W	-0.45298516248591	6.52932872399986	7.64466344139521e-20	3.90534195503599e-19
YBR095C	0.00237530196164142	6.15041004537516	0.957559437781529	0.963592808472244
YBR096W	0.262155499657908	6.783445867748	0.00271558242391375	0.00409971883849068
YBR097W	0.0104320732155946	5.22179865248899	0.838075091640993	0.861934880726858
YBR098W	-0.653067166080014	4.83932656326308	3.52016354984904e-31	3.15101365546222e-30
YBR101C	-0.680699046396502	7.39973995934305	3.9293692422784e-25	2.67047502031217e-24
YBR102C	-0.0647492412973219	6.27484676295969	0.192663933648651	0.226648073912321
YBR103W	-0.0816753826012545	6.42269212890738	0.448727983528336	0.49302966283932
YBR104W	0.408644990657967	5.80827077038514	0.00684451313305124	0.0099044707211464
YBR105C	1.52772754527028	5.6646850774112	2.27861021060478e-39	2.7713197130582e-38
YBR106W	-0.0239693433380639	8.15913559681581	0.805651746457663	0.833816584115204
YBR107C	1.34849289336563	5.66898792071299	8.17178532193977e-89	3.84453993169399e-87
YBR108W	0.571293581439695	7.07147408692218	1.68350133417691e-17	7.55149268079799e-17
YBR109C	-0.0951373371286457	7.9744396816034	0.109034325568232	0.133655690138074
YBR109W-A	-0.233722715194868	1.59030430184352	0.197657292212698	0.232117280657675
YBR110W	0.31716240098533	6.91725905240489	2.70179506413387e-11	8.12546791091599e-11
YBR111C	-0.0361085441248663	7.25920261093538	0.718656841541578	0.753416543671763
YBR111W-A	0.186210094983824	5.43562928168488	0.0588754212818301	0.0749559328213608
YBR112C	-1.36567679435375	7.19948543680642	2.3699866841302e-58	5.19258093356902e-57
YBR113W	-1.53400682652883	3.29725091712356	2.51940373308188e-23	1.5650216229349e-22
YBR114W	0.559583250194116	5.25533215682305	1.93573424423729e-12	6.23896501767184e-12
