logFC	logCPM	F	PValue	FDR
snR9	0.766840582227671	3.72770205800712	100.631309509647	1.17158389103867e-13	8.44094997472592e-13
SRG1	-0.431592550872486	4.63667323882769	24.9655347681696	7.25115538720747e-06	1.55112557966687e-05
tD(GUC)N	0.603872605176223	2.48423711116622	22.0729210848554	2.02607849353331e-05	4.08165647539073e-05
tE(UUC)E1	0.93307368299063	1.22162303726651	24.0351430513711	1.00427898171049e-05	2.10902050384735e-05
tE(UUC)G1	-0.294817911742301	0.364402807956085	1.32107776919672	0.255765801214209	0.291537576819342
tG(GCC)D2	2.49980517032373	1.76721976888981	351.659239708597	1.60241319179578e-24	9.85403182995224e-23
tH(GUG)E2	3.90624958632854	3.2128132301815	223.082202776494	2.99045819809077e-20	7.3410925443454e-19
tH(GUG)G1	0.993087287625157	0.840341045494003	24.3378155174106	9.02875105624101e-06	1.90857765383317e-05
tI(AAU)I2	3.91115934093114	2.04057088179697	283.045315700914	1.89734127833662e-22	7.35733356847983e-21
tK(CUU)M	0.629990951616762	0.197958594799955	6.51610455412372	0.0137296440606203	0.018975271972998
tK(UUU)D	-0.152450495536474	0.701369193171727	0.594124787679994	0.444388378816992	0.484115905519064
tL(CAA)C	0.586334194491766	0.426849950714749	3.28321615388528	0.0758870983465184	0.0946334811006973
tL(CAA)G3	1.40032431786914	0.448438840859472	29.3162498827134	1.67191830248781e-06	3.92542947379321e-06
tL(UAG)L1	1.94609717622121	1.00239000336546	91.2498515097234	6.06144966878356e-13	3.90498471783644e-12
TLC1	-1.66622477281637	6.33858164578319	91.1930730224843	6.12407665826481e-13	3.93699880628471e-12
tN(GUU)N1	0.539915841420422	1.05899247372644	8.8646791595362	0.00444131203503975	0.00656120059920456
tN(GUU)P	3.19766756402547	1.89773518563151	408.095020356016	5.62052796781391e-26	4.88825346686444e-24
tP(AGG)C	0.710070759289954	2.64188696001723	22.0652585078989	2.03172243055928e-05	4.08896732470905e-05
tP(AGG)N	0.335333350480942	0.3582490462401	1.98552880455038	0.164883568491558	0.194839123636764
tR(ACG)L	4.66867861904816	1.37536749317046	309.181043263443	2.76641144480106e-23	1.28564220427091e-21
tR(UCU)G3	5.09743457741763	3.21657391891835	375.901272778287	3.59914022669013e-25	2.63994767470958e-23
tS(GCU)L	3.18181168349339	1.17592917008832	223.631129697548	2.84121108215095e-20	7.00295265916396e-19
tS(UGA)E	2.45878505540922	1.10125978669093	191.177190749486	7.10448394534082e-19	1.38185617441645e-17
tS(UGA)I	0.427012163917006	0.416451063693657	4.91814040237448	0.0310622243920073	0.0406593898298303
tV(AAC)G2	0.0874244952128676	1.58695531347853	0.135593259257776	0.714227376214877	0.743030804237213
tV(AAC)O	-0.255641545115362	0.763719251874678	1.48600055902734	0.228452016564006	0.26316289060391
tW(CCA)P	0.992483513572347	1.17228483122437	35.1435472336474	2.66533647456911e-07	7.11379590406697e-07
YAL001C	-0.398574293928817	6.50519844522587	52.5042812590259	2.23718706402406e-09	8.19001494033582e-09
YAL002W	-0.238576094006283	6.20775657167571	26.7226121258885	3.96642848944579e-06	8.80336005969595e-06
YAL003W	-0.848267369810717	10.3144057649231	109.991004815526	2.51149802608129e-14	2.01449275135479e-13
YAL005C	-0.502213768050457	9.65837268974338	4.55809082524884	0.0375945397402565	0.0486663892009296
YAL007C	-0.739180356142947	7.19834332839268	76.7741400053367	9.63252181916347e-12	5.09937329000584e-11
YAL008W	0.165332670972707	5.71848268655556	2.93848124063827	0.0925702381457833	0.114036343551503
YAL009W	0.0648064477416034	5.25449825160615	2.86149984233912	0.0968315528332408	0.118913097940068
YAL010C	0.0340284027551297	5.78945821172921	0.787718488978934	0.378961634723987	0.418183511364806
YAL011W	-0.335960464128208	5.36458229254772	26.7339685921425	3.95118485460331e-06	8.77272552692376e-06
YAL012W	-0.111466072193152	9.45837107862523	1.2246424393686	0.273649269916088	0.310411171091698
YAL013W	-0.211194793344046	6.73657462674796	15.4264805383651	0.000258772933951323	0.000450374391622543
YAL014C	0.189019743183407	5.94689860778649	17.3368992051827	0.000120828796839483	0.000219780614030109
YAL015C	0.476088824015405	6.18311389483276	86.4131942710406	1.47739729225929e-12	8.93187161397672e-12
YAL016C-A	0.124780876174737	2.70386310682763	0.639775916874482	0.427505652870322	0.466760117409348
YAL016W	0.49190893511795	7.68906965072192	322.313078499819	1.10782704898479e-23	5.8647400645386e-22
YAL017W	0.263651615483765	6.7383387257653	19.5887068899242	5.08167363235665e-05	9.66184543216342e-05
YAL018C	0.849067749244607	2.02223433426178	20.080309994783	4.22400859633226e-05	8.12247767987075e-05
YAL019W	-0.635922900117989	6.87224376437779	93.5832483836949	3.98717971166403e-13	2.65579322588737e-12
YAL020C	0.166588390365052	4.47946789772833	9.38953931911165	0.0034840962540101	0.0052282913469099
YAL021C	-0.383059986166039	7.53390960111081	58.4400819384728	5.2731158195058e-10	2.14160968039702e-09
YAL022C	-0.150816822310563	6.44694866321903	3.40061574167013	0.0709906160032091	0.0887820193565196
YAL023C	-0.765793262234418	8.40062853512301	67.8237287189785	6.28054838622127e-11	2.92996004408545e-10
YAL024C	-0.725111083773168	5.4456858909064	59.1722420720914	4.43702313818014e-10	1.81780598016425e-09
YAL025C	-1.14300567933648	7.31676988767756	98.8416813092639	1.59007033852796e-13	1.11782312020303e-12
YAL026C	-0.0176257779417525	6.40115966093885	0.141226437871336	0.708625025714368	0.737832932537895
YAL026C-A	-0.355930916950926	0.336430668433781	2.63243746495397	0.110873378847043	0.134837620939033
YAL027W	-0.21123320975146	5.08681430102086	11.7730453700008	0.00120019151877951	0.00190627862414028
YAL028W	1.32457444109734	3.82736330379495	86.9331208831887	1.34043457827162e-12	8.17691955162088e-12
YAL029C	-0.518634075994479	7.05215003860862	124.532944989131	2.72359870943985e-15	2.65725463831247e-14
YAL030W	0.161856662313566	6.41819196797965	6.5440163130454	0.0135405300987388	0.018739428788616
YAL031C	0.454128264212629	6.07797476796485	121.320959341147	4.37622239598487e-15	4.08231396361657e-14
YAL032C	0.422290530186687	5.6053057495273	72.7218892265897	2.21271002471852e-11	1.11422486604519e-10
YAL033W	-0.381764728370252	5.24507067543793	38.150045303109	1.0875685266889e-07	3.06391355413328e-07
YAL034C	1.24975776666599	6.15844966315064	470.244772928698	2.19741862895938e-27	2.73018053328667e-25
YAL034W-A	-0.616910606471447	4.4682629556138	16.3131723730591	0.000181139806190855	0.000320948527383564
YAL035W	-0.275418022544253	8.94094703038674	23.5499612738142	1.19230625690961e-05	2.47570275991327e-05
YAL036C	-0.409298972119655	6.68088963514333	21.6499372015518	2.36351874706815e-05	4.70385816677048e-05
YAL037C-A	0.506263708030361	1.18383969839463	4.89137372441558	0.0315030353584942	0.0411921132436668
YAL037C-B	1.08992144902201	0.713493790875938	22.3728368527184	1.81753050304108e-05	3.67978905969874e-05
YAL037W	0.204340136542739	4.10454712267882	5.96525397761689	0.0180990844026541	0.0245460516469945
YAL038W	-0.36366961484551	10.5817556280726	7.36414547809143	0.00905558769441469	0.0128389422178846
YAL039C	0.192763176104355	6.89722712024168	2.57594259984031	0.11468090959311	0.139051459391128
YAL040C	-0.40524361617093	8.22563138142402	4.02417871708831	0.0501757482844576	0.0640935701963445
YAL041W	0.15717467094454	7.04600601366728	16.0796253671811	0.00019887293124152	0.000350329399710177
YAL042W	0.15305689160562	7.94815310219534	16.3179273673509	0.000180796414532069	0.000320433354198321
YAL043C	0.27418021469162	7.28869676309431	25.9807981767677	5.10759257584273e-06	1.11330550380601e-05
YAL044C	-0.815222803923704	8.7002653822009	49.3374113899382	5.01131787647075e-09	1.74038238630655e-08
YAL044W-A	0.323177459660342	1.73460004539606	6.19785564398479	0.0160961475454779	0.022025926333304
YAL046C	-0.234388121284935	5.4714771332218	14.360095917018	0.000400473721147973	0.000680458837384555
YAL047C	-0.290197086367051	5.24645579001845	35.1155572360854	2.6880881079312e-07	7.16509649784814e-07
YAL048C	0.105517326537291	5.77447835571924	8.65923405469787	0.00488825257412757	0.00718312374397505
YAL049C	0.500621379688172	6.59431910450195	78.416706198515	6.92871954193962e-12	3.77975309778928e-11
YAL051W	0.159625797140253	6.45051189184099	25.3330290710395	6.38354975008638e-06	1.37763384893747e-05
YAL053W	0.288688206305381	8.53405883975012	7.14958649016361	0.0100511145443821	0.0141221290898219
YAL054C	2.2389814246305	11.3258020959475	229.638415621368	1.63326899715171e-20	4.38032672011436e-19
YAL055W	-0.251328314771536	3.84501619104932	3.59468470695619	0.0636428522800426	0.080136025787156
YAL056W	0.611630170208423	6.40301028379545	136.620390795949	4.92962015771264e-16	5.53718219929051e-15
YAL058W	-0.139090131090779	5.51872637979979	7.42361209613542	0.00879856120251632	0.0124890745164186
YAL059W	-0.229484169318955	3.87432736519263	2.37917292471594	0.129151514465558	0.155298127605434
YAL060W	-0.244086907518846	7.49564451898019	2.73696291128416	0.104199598282079	0.12740854676467
YAL061W	1.73443666892004	6.06621474677958	60.2946613894927	3.41304115114098e-10	1.4251436576232e-09
YAL062W	-0.518976238726491	7.3717509595537	7.49416446798354	0.00850360333412671	0.0120957796958326
YAL063C	-0.119023736077748	4.1765757483121	1.67448960706929	0.201493474978692	0.23442243762462
YAL064W-B	-0.129780430778439	1.63963375713952	0.650208888962059	0.423785981227772	0.462781893042991
YAL069W	-0.677374773667135	0.481630429544293	9.05798019853942	0.00406000464278697	0.00603892212687199
YAR002C-A	-0.216032994892761	8.12507871859889	4.75435645793519	0.0338676300499003	0.044085125453024
YAR002W	-0.315454927006661	7.28119035844764	63.1822343408963	1.75926596380579e-10	7.63938030502828e-10
YAR003W	0.0339990974692497	5.99026356572195	0.196790917135197	0.659201935528215	0.69181544276776
YAR007C	0.135548905718757	7.39589231944961	0.592058076636566	0.445177131498266	0.484836918883979
YAR008W	-0.178825174807975	5.48272938710885	0.752443334961622	0.389771035867051	0.428790398691472
YAR009C	0.00647499876015387	1.14434109243052	0.00124157717508512	0.972029230743975	0.975415106440977
YAR014C	-0.028335745568131	7.70177497655441	0.512839215572532	0.47718202327787	0.51600886418527
YAR015W	-0.140502158460833	9.75815733571542	4.3615119608834	0.0417759867955025	0.0537927681072375
YAR018C	-1.59594400313369	6.38055345188142	34.3136421967203	3.4335874044013e-07	8.99469884595314e-07
YAR019C	0.700754044608785	5.94425918723744	233.565410147338	1.14461013313901e-20	3.16347257760236e-19
YAR020C	0.46735230766057	1.98197996247772	13.2119861424315	0.000647285544613497	0.00106894181887853
YAR023C	0.886471912217679	3.00001332203319	118.327955781734	6.86338648654879e-15	6.12672975514795e-14
YAR027W	0.644291348984761	6.24890067455694	95.6654823871146	2.75953250032175e-13	1.87291347401993e-12
YAR028W	0.280833668490575	4.61232676632939	8.56532201999994	0.00510812725947752	0.00748454362351363
YAR029W	-0.283814645635383	1.454102421961	3.08901332483074	0.0848296988784014	0.105074914907774
YAR030C	0.19790703847762	0.949772142863461	1.38377665895326	0.244926008791089	0.280600214813728
YAR031W	-0.0103783009492966	3.59569655838946	0.00787563079498926	0.929632691368682	0.93873010865028
YAR033W	0.20818812456367	4.06733977277467	7.57486242990356	0.00817901601378533	0.0116640546947588
YAR035C-A	0.577383355179113	1.56546727847686	11.7712076713953	0.00120115245627038	0.00190730729102089
YAR035W	0.173455805601582	10.3152393277193	1.08479959003427	0.302543604958029	0.340396501013579
YAR042W	-0.248242950199068	6.89147244281392	26.9389008414429	3.68634548136541e-06	8.24181832190695e-06
YAR050W	-0.229747227994033	2.83162117483111	5.43929782990153	0.0236781955154966	0.0316124680478823
YAR066W	-0.23907810315292	2.39889016306633	2.31145351464371	0.134606128244042	0.161346929163773
YAR068W	-0.292555488031415	3.9181600153261	10.9990061954758	0.0016860321252436	0.00262991636650859
YAR071W	-0.0194506566738337	3.59287491581942	0.0505277785908551	0.823046541271141	0.843695461063935
YAR073W	0.297255944793578	3.416105386179	12.6874582857231	0.000808977615671169	0.00131650781187011
YAR075W	0.362055496912978	1.32323218433584	4.5474500463275	0.0378088844835788	0.0489225268301866
YBL001C	0.386240996358894	7.26289770135409	30.6801339919999	1.07433520840928e-06	2.58929245795554e-06
YBL002W	-2.65903415179911	8.97099068050812	31.9595804738131	7.1459734260802e-07	1.76418030081007e-06
YBL003C	-1.78660373819414	7.51067203681478	16.1161440789371	0.000195984655541774	0.000345441396334197
YBL004W	-0.593190080901788	6.64058128406539	35.4350924695979	2.43992828607473e-07	6.5523967382545e-07
YBL005W	0.145056989917371	5.95132131712148	5.64746161024441	0.0212766669236955	0.0285439286539132
YBL005W-B	-0.543028931722676	0.71397736353861	7.89809340999104	0.00700457037965148	0.0100717582596406
YBL006C	-0.21035841128258	5.37497540002122	15.648252871642	0.000236560754706217	0.000413964321543963
YBL007C	0.214201975974845	7.93045631913825	22.0716520344782	2.02701209324413e-05	4.08218644514399e-05
YBL008W	-0.649103817754178	6.26378282026191	162.3750148121	1.82079846256361e-17	2.61439175473756e-16
YBL009W	-0.769966750528844	6.71044962152575	35.4511057213859	2.4281374909464e-07	6.5236103463732e-07
YBL010C	-0.198833452679845	5.38742383172874	5.3224327804479	0.025152382282249	0.0334194027355592
YBL011W	-0.276461752749791	6.91422825900263	36.6234335745777	1.70751909067709e-07	4.68471213341239e-07
YBL012C	-0.716692807581735	2.01609563340108	34.2311992681089	3.52157644887773e-07	9.21330357574887e-07
YBL013W	-0.578350517972733	3.58731933148661	43.3882182177748	2.45523555657283e-08	7.63015521613854e-08
YBL014C	-0.265600017905855	5.89282056862613	25.1588965199707	6.7803194620932e-06	1.45706265037852e-05
YBL015W	0.654364992627227	10.9829809974156	18.1961950045605	8.6486688531997e-05	0.000160234619532197
YBL016W	1.91676420092293	7.63424436130604	118.59494845595	6.59117467163478e-15	5.9097306923288e-14
YBL017C	1.29628498570897	7.68880703634892	441.891851115942	9.16335076144404e-27	9.29774657261188e-25
YBL018C	0.229106123215451	5.56742632909873	10.4832774964023	0.0021213601713717	0.00326050005637741
YBL019W	0.153210258210076	5.23251747241208	8.8813300577419	0.00440702713076924	0.00651371235060042
YBL020W	-0.110805111563496	6.67097781131325	3.27269649211012	0.0763437679750897	0.09514449527786
YBL021C	-0.509256809624277	5.13262060919973	80.9274325533226	4.22160892251145e-12	2.39526142779587e-11
YBL022C	-0.450249180190595	8.73132368509484	58.2715400381931	5.48781719588047e-10	2.21649149763666e-09
YBL023C	-0.295889905142874	6.58089329318783	2.30782918678704	0.134905430934214	0.161642248283309
YBL024W	-0.578087749377104	7.61784607609502	85.4548328079543	1.76931897269993e-12	1.05733854796082e-11
YBL025W	0.492099325619275	4.80931783735891	52.0583905640876	2.50230795428132e-09	9.07869536690385e-09
YBL026W	-0.197259166980391	6.48357360750325	10.4851432045282	0.00211958814155779	0.00325859914287975
YBL027W	-0.634205622451576	10.0156139115322	40.5046357082369	5.50953571473422e-08	1.61960663598754e-07
YBL028C	-0.900156914654065	6.08254720938483	44.7033366113987	1.71280096973193e-08	5.45658414637781e-08
YBL029C-A	0.0894060994012694	5.71296065228367	1.06603866924013	0.306718288396171	0.344520468589648
YBL029W	-0.309011523337433	5.76784652744877	7.26932601910156	0.00948200313752198	0.0133873921848872
YBL030C	-0.617715583217784	10.4885867980286	29.9368185373199	1.36580520946887e-06	3.2455199513062e-06
YBL031W	-1.50625568539856	4.81961835540026	109.039715193668	2.9247456447326e-14	2.32149302283339e-13
YBL032W	-0.839923129363429	7.21573460818513	40.8739954188517	4.96032963182531e-08	1.46452409304328e-07
YBL033C	0.401323133591113	7.04729791431543	77.7271911661023	7.9522696371116e-12	4.28437323457835e-11
YBL034C	-0.447818144760844	6.17975946791933	35.8609272899125	2.14571373404695e-07	5.80066838937737e-07
YBL035C	-0.153975245102849	5.67688642670687	0.44044467138512	0.509899971168152	0.54720095619103
YBL036C	-0.130073636835378	7.27010620685782	9.56988174357386	0.00320758393864571	0.00483241054651697
YBL037W	0.156459991894747	6.47844980199088	6.0404873939956	0.017423630991165	0.0236880449920082
YBL038W	-0.555008405628137	7.0847766976419	60.2184422015023	3.47409725220271e-10	1.44765941624984e-09
YBL039C	-0.427779030008468	7.67174775321705	10.8854910726487	0.00177305913097438	0.00275366938504388
YBL039W-B	1.49689824585454	4.56538211701574	528.168181434678	1.4920063471756e-28	2.27083366040126e-26
YBL040C	0.189522054233292	7.20150868282376	13.9940191174665	0.000466187657386493	0.000786627067120002
YBL041W	-0.0497607455700956	8.01852840173604	0.988834218912503	0.324726912081262	0.363207319630851
YBL042C	0.457060089318312	6.23352016059676	21.4760620896898	2.5187657710416e-05	4.99812451567838e-05
YBL043W	-1.5107081541311	8.69281114532667	137.05103627919	4.64799456802872e-16	5.24018350558497e-15
YBL045C	-0.69581145446933	10.1484555862515	47.7277680543267	7.62769092305028e-09	2.56986067180576e-08
YBL046W	0.206186760160907	6.21807912008035	34.992640959871	2.79041868611292e-07	7.42485531514661e-07
YBL047C	0.150714094472058	8.08746426205158	8.22026292094675	0.0060099518968717	0.00873652988255849
YBL048W	0.365455863195409	3.65598786579798	21.7902578185835	2.24551689138992e-05	4.47779457411786e-05
YBL049W	0.878611970204224	5.02284208942241	115.379858680751	1.07768446029276e-14	9.21480757621111e-14
YBL050W	0.148108114708525	7.18756175188882	8.66253157345976	0.00488071595957333	0.00717551286208222
YBL051C	-0.53806630355413	6.99613677618478	54.9907974790732	1.20886610790341e-09	4.64619751572976e-09
YBL052C	-0.360842408631839	5.89745640171033	30.616739027893	1.09645551492889e-06	2.63842734185261e-06
YBL054W	-0.442836330616036	6.29073050782355	10.9778989099111	0.00170186822776614	0.00265190012046077
YBL055C	0.00591354429160877	6.0784984064829	0.0133000489964228	0.908640192935776	0.919667746399502
YBL056W	-0.0333782885722767	7.96390784817657	0.925801026377741	0.340500965951644	0.379248057210686
YBL057C	0.0945422854034579	6.3946387934723	6.06355263098821	0.0172219746441415	0.0234348193190732
YBL058W	-0.154694688894748	8.45523095200314	5.7999277548967	0.019683595237039	0.0265073773883414
YBL059C-A	-0.387587883398137	5.89659457028976	12.057439736992	0.00106077146284571	0.00169723434055313
YBL059W	-0.304427101995655	5.24677203292435	20.0703218740969	4.23984127180033e-05	8.15034848838662e-05
YBL060W	0.508434469547534	6.22472964993148	66.335028249405	8.69949824513794e-11	3.92605969728686e-10
YBL061C	0.0132220366935933	6.8814771784846	0.0144459818955153	0.904804222295737	0.916699634770586
YBL063W	-0.65604425273008	5.69962511686957	17.4879430924154	0.000113891037653824	0.000207975516339492
YBL064C	0.680193725053131	8.04751403737026	33.1908518393581	4.85721130367647e-07	1.23675041475459e-06
YBL066C	-0.0283543983049392	6.55046546978329	0.358978363469349	0.55172918071356	0.588665834592386
YBL067C	0.810266745802446	6.84609123293913	43.5412098850466	2.35387710849483e-08	7.33763637302434e-08
YBL068W	0.230240715747422	6.2104965845937	21.4623432942634	2.53145886278233e-05	5.02167531984972e-05
YBL069W	-1.3065732744471	5.19314149148442	145.870415493107	1.43436298261911e-16	1.78212282411942e-15
YBL070C	-1.36831284707771	0.159793721525787	14.540300399282	0.000371757217036	0.000635033091278106
YBL071C	-0.12288768125592	4.17915651153541	1.69081009142447	0.199345719766191	0.232182273184728
YBL071W-A	-0.0610451335089912	4.97107504917164	0.455333286506453	0.502863815351045	0.540316785714289
YBL072C	-0.191269858647582	9.45198880682658	5.04214598900851	0.0291048948647	0.0383363478875581
YBL073W	-0.259755766007614	1.09066443043718	1.948771127455	0.168772927831275	0.19893312384062
YBL074C	0.0280992042116601	4.04295002499278	0.158848734590879	0.691884126377725	0.722626618869032
YBL075C	0.164726036019889	5.79041706870986	11.0747553806206	0.0016304616718142	0.0025471518239684
YBL076C	0.208428567084207	9.2031498225656	20.1165347248059	4.16710233525361e-05	8.02572572509459e-05
YBL077W	-0.0463674355097454	0.612434806616849	0.0420261210334125	0.838386818609443	0.85762656566459
YBL078C	1.12135815066153	5.82833257185022	162.890906658827	1.71152218589824e-17	2.47499930350321e-16
YBL079W	-0.0759895397800636	7.31903619969666	1.81496400641152	0.183875334658133	0.215482779095036
YBL080C	-0.243141035665815	6.14893696278818	19.4695641860855	5.31569335833403e-05	0.000100784619014443
YBL081W	-0.910346114613429	6.14653955557782	162.168571184662	1.86653654031702e-17	2.66748226700704e-16
YBL082C	-0.414984007595344	5.64906065266764	28.0822243725616	2.51222943388697e-06	5.75845361201201e-06
YBL084C	-0.118759547199021	6.26877614762278	10.7940511851102	0.0018465873898637	0.00286224921417035
YBL085W	-0.581244354050867	7.37550624740721	41.224548633324	4.49164595267757e-08	1.33586421885203e-07
YBL086C	-0.0524339764099896	5.86108950431411	0.487118157304458	0.488388863127208	0.52643615416403
YBL087C	-0.603079246100377	8.36296965877797	38.2052365796126	1.07013947335433e-07	3.01760496238126e-07
YBL088C	0.132251501328013	5.53389728359772	10.9232912456292	0.00174356730158621	0.00271201781605949
YBL089W	0.475022267240979	5.70524647704538	93.5444398138422	4.01482719848017e-13	2.6712861185079e-12
YBL090W	-0.244318109272996	6.39485101745682	7.13596190457064	0.0101181291562263	0.0142097278669217
YBL091C	0.0220775209749458	7.83962378574331	0.314154292571319	0.577598611176834	0.613578842234264
